Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14722164,2021-06-03 21:37:01,2021-06-03 21:23:39,9347514,2822949228,9347514,302,1143,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/014377/SRR14722164,SRX11058942,FEN_207_Lecidea_tessellata_Plate2_E5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126014,SAMN19302558,simple,262918,Lecidea tessellata,FEN_207_Lecidea_tessellata_Plate2_E5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,888C9DEB15ECB4E47399634D581E5FE4,780960426FDF843FEFFE107B6C8480D0
SRR14722163,2021-06-03 21:37:01,2021-06-03 21:25:05,9828973,2968349846,9828973,302,1201,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/014377/SRR14722163,SRX11058943,FEN_208_Tephromela_atra_Plate2_D5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126016,SAMN19302559,simple,93125,Tephromela atra,FEN_208_Tephromela_atra_Plate2_D5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,3ADB1C08B8AA35085283EE7CB8C05673,D045A848EF8999E2E29105BEAABB0274
SRR14722161,2021-06-03 21:37:01,2021-06-03 21:24:33,10755916,3248286632,10755916,302,1314,,https://sra-download.ncbi.nlm.nih.gov/traces/sra79/SRR/014377/SRR14722161,SRX11058945,FEN_209_Leptogium_austroamericanum_Plate2_C5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126019,SAMN19302560,simple,586071,Leptogium austroamericanum,FEN_209_Leptogium_austroamericanum_Plate2_C5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,63BFCDD29F30CDB1DDD5B2820D4A4EF8,8FFB77B0DABA8ABACEA05144B0CA1561
SRR14722160,2021-06-03 21:37:01,2021-06-03 21:24:58,9893156,2987733112,9893156,302,1206,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/014377/SRR14722160,SRX11058946,FEN_210_Herteliana_schuyleriana_Plate2_B5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126018,SAMN19302561,simple,1885671,Herteliana schuyleriana,FEN_210_Herteliana_schuyleriana_Plate2_B5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,09CFB257E14629A31953071DAF672E03,E46239B12FB5774F0B92F440943958AD
SRR14722159,2021-06-03 21:37:01,2021-06-03 21:25:03,11172960,3374233920,11172960,302,1357,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/014377/SRR14722159,SRX11058947,FEN_211_Ochrolechia_arborea_Plate2_A5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126021,SAMN19302562,simple,2840238,Ochrolechia arborea,FEN_211_Ochrolechia_arborea_Plate2_A5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,3DDDCA7F9410CDC62FB0A5ECB25B5F16,F1DC368369E0A83486C0CCE1F700D5B2
SRR14722158,2021-06-03 21:37:01,2021-06-03 21:25:29,10848596,3276275992,10848596,302,1338,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/014377/SRR14722158,SRX11058948,FEN_212_Lecanora_albella_var._rubescens_Plate2_H4_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126020,SAMN19302563,simple,272976,Lecanora albella,FEN_212_Lecanora_albella_var._rubescens_Plate2_H4_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,23265DBDEC9163F89B447BE2729BC165,1FF5C9FF6CBD3B0B7BE239385136F3A5
SRR14722157,2021-06-03 21:37:01,2021-06-03 21:23:42,8451308,2552295016,8451308,302,1043,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/014377/SRR14722157,SRX11058949,FEN_213_Unknown_Plate2_G4_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126022,SAMN19302564,simple,2841858,Lecidea sp. Lendemer_46382_NY-2795264,FEN_213_Unknown_Plate2_G4_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,361D58634CCE363BB37BCE5F7F0A30F7,4610001EAD780735998E0C7728354EE5
SRR14722156,2021-06-03 21:37:01,2021-06-03 21:23:42,9070518,2739296436,9070518,302,1116,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/014377/SRR14722156,SRX11058950,FEN_214_Melanelia_stygia_Plate2_F4_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126023,SAMN19302565,simple,112444,Melanelia stygia,FEN_214_Melanelia_stygia_Plate2_F4_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,4161E48392B24AD833F88276B2707FFC,D5C189070CD14CA3550F153D7399714E
SRR14722155,2021-06-03 21:37:01,2021-06-03 21:16:56,1204191,363665682,1204191,302,161,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/014377/SRR14722155,SRX11058951,FEN_215_Umbilicaria_pensylvanica_Plate2_E4_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126025,SAMN19302566,simple,87267,Umbilicaria pennsylvanica,FEN_215_Umbilicaria_pensylvanica_Plate2_E4_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,B60D5E77D319D54944CB5B2C238BF52B,EBE76700E334844C2D3DB1D22B280680
SRR14722154,2021-06-03 21:37:01,2021-06-03 21:21:21,8760416,2645645632,8760416,302,1066,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/014377/SRR14722154,SRX11058952,FEN_216_Lecanora_strobilina_Plate2_D4_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126024,SAMN19302567,simple,1518595,Lecanora strobilina,FEN_216_Lecanora_strobilina_Plate2_D4_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,7C2AF8398EF2521376E4589597EEF199,39A41D306E6C60BBACBE22E0BB44DECC
SRR14722153,2021-06-03 21:37:01,2021-06-03 21:16:56,530806,160303412,530806,302,62,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/014377/SRR14722153,SRX11058953,FEN_217_Sarea_resinae_Plate3_A5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126026,SAMN19302568,simple,273283,Sarea resinae,FEN_217_Sarea_resinae_Plate3_A5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6C3A92860C6D35047BC31197266860BA,0F16B9BB17A0987C81FD26D1D0411209
SRR14722152,2021-06-03 21:37:02,2021-06-03 21:20:26,6984647,2109363394,6984647,302,886,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/014377/SRR14722152,SRX11058954,FEN_218_Micarea_neostipitata_Plate2_C4_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126027,SAMN19302569,simple,2840236,Micarea neostipitata,FEN_218_Micarea_neostipitata_Plate2_C4_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6D17903BE6538F72D4679C82CCDEE0F1,0F92C04E5AAFF663BADD7E5C252F9F39
SRR14722150,2021-06-03 21:37:02,2021-06-03 21:23:29,12014977,3628523054,12014977,302,1468,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/014377/SRR14722150,SRX11058956,FEN_219_Cladonia__arbuscula_Plate2_B4_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126030,SAMN19302570,simple,174044,Cladonia arbuscula,FEN_219_Cladonia__arbuscula_Plate2_B4_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,A994FDBDDD92B5D16E57444705D585A0,9C1F021F6973EDA00F78CBF3B8FB71E5
SRR14722149,2021-06-03 21:37:02,2021-06-03 21:26:50,14554282,4395393164,14554282,302,1761,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/014377/SRR14722149,SRX11058957,FEN_220_Peltigera_sp_Plate2_A4_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126029,SAMN19302571,simple,2841859,Peltigera sp. Lendemer_46965_NY-2794668,FEN_220_Peltigera_sp_Plate2_A4_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,5C7DB05A79DFD9C8FB6E0BA0A944D9A5,9CC2B87870BE803A27203D49AB7E470E
SRR14722148,2021-06-03 21:37:02,2021-06-03 21:15:29,219722,66356044,219722,302,25,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/014377/SRR14722148,SRX11058958,FEN_221_Peltigera_neopolydactylon_Plate2_H3_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126031,SAMN19302572,simple,48862,Peltigera neopolydactyla,FEN_221_Peltigera_neopolydactylon_Plate2_H3_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,14EF823810E2CA0486CFA1E39852B6FA,4487D14E08E60FF350789B277605632E
SRR14722147,2021-06-03 21:37:02,2021-06-03 21:24:50,13573859,4099305418,13573859,302,1669,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/014377/SRR14722147,SRX11058959,FEN_222_Byssoloma_subdiscordans_Plate2_G3_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126032,SAMN19302573,simple,284119,Byssoloma subdiscordans,FEN_222_Byssoloma_subdiscordans_Plate2_G3_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6C3D880895F10CBBF0293544642882F7,2EDF238D200DB101795CADEBB66B793D
SRR14722146,2021-06-03 21:37:02,2021-06-03 21:21:51,9624266,2906528332,9624266,302,1177,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/014377/SRR14722146,SRX11058960,FEN_223_Phaeocalicium_polyporaeum_Plate2_F3_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126033,SAMN19302574,simple,2840244,Phaeocalicium polyporaeum,FEN_223_Phaeocalicium_polyporaeum_Plate2_F3_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,2DBB08FA3B5D4C101D5BBABBA409717B,49A8A7447CA764876E075656264D1033
SRR14722145,2021-06-03 21:37:02,2021-06-03 21:22:03,11149706,3367211212,11149706,302,1360,,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/014377/SRR14722145,SRX11058961,FEN_224_Leptogium_chloromelum_Plate2_E3_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126034,SAMN19302575,simple,2840224,Leptogium chloromelum,FEN_224_Leptogium_chloromelum_Plate2_E3_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,5DA679F8B548E0ED5D30F297BCD1A7F1,7DFFC47E8E9A5B7C5B351C28649606E2
SRR14722144,2021-06-03 21:37:02,2021-06-03 21:20:14,8827748,2665979896,8827748,302,1065,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/014377/SRR14722144,SRX11058962,FEN_225_Heterodermia_appalachensis_Plate2_D3_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126035,SAMN19302576,simple,2483983,Heterodermia appalachiensis,FEN_225_Heterodermia_appalachensis_Plate2_D3_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,36F973531163B60A9962DDDD6C161D84,B6F45B328D7AA3D591F5F17BEBBFAA22
SRR14722143,2021-06-03 21:37:02,2021-06-03 21:19:45,10154172,3066559944,10154172,302,1241,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/014377/SRR14722143,SRX11058963,FEN_226_Opegrapha_viridis_Plate2_C3_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126037,SAMN19302577,simple,543789,Zwackhia viridis,FEN_226_Opegrapha_viridis_Plate2_C3_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,EB544B984BDE0DE28B7A6E8649736FFD,D31B71492A5B77F81B9A58986794CDA0
SRR14722142,2021-06-03 21:37:02,2021-06-03 21:17:05,2627092,793381784,2627092,302,327,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/014377/SRR14722142,SRX11058964,FEN_227_Acrocordia_megalospora_Plate2_B3_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126036,SAMN19302578,simple,2840190,Acrocordia megalospora,FEN_227_Acrocordia_megalospora_Plate2_B3_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,610B117736CB2E099760EA5D2D89EAE4,CCE28D40FF589D147E49D0AC848C43F2
SRR14722141,2021-06-03 21:37:02,2021-06-03 21:22:59,10949249,3306673198,10949249,302,1333,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/014377/SRR14722141,SRX11058965,FEN_228_Phaeophyscia_squarrosa_Plate2_A3_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126038,SAMN19302579,simple,527966,Phaeophyscia squarrosa,FEN_228_Phaeophyscia_squarrosa_Plate2_A3_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,7BC2DF5A3164D436478A448D8AB834B7,D7099C307A543FE46D46B43218309ECD
SRR14722139,2021-06-03 21:37:02,2021-06-03 21:24:05,10679574,3225231348,10679574,302,1298,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/014377/SRR14722139,SRX11058967,FEN_229_Parmotrema_cetratum_Plate2_H2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126040,SAMN19302580,simple,235861,Parmotrema cetratum,FEN_229_Parmotrema_cetratum_Plate2_H2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,02B8AD3F4F678AD5DA5CA7F53DED03D1,3BF8EB126EC8A10FBBDAB588D382D575
SRR14722138,2021-06-05 11:02:40,2021-06-05 10:11:39,9005594,2719689388,9005594,302,1107,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/014377/SRR14722138,SRX11058968,FEN_230_Heterodermia_speciosa_Plate2_G2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126041,SAMN19302581,simple,116794,Heterodermia speciosa,FEN_230_Heterodermia_speciosa_Plate2_G2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,54BD6170C22A0D9194CE87C9A6DB3F97,A1C22647A1F80CBE447F8E9E5FAEAF18
SRR14722137,2021-06-05 10:03:52,2021-06-05 09:08:51,8669050,2618053100,8669050,302,1050,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/014377/SRR14722137,SRX11058969,FEN_231_Leptogium_hirsutum_Plate2_F2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126042,SAMN19302582,simple,1486872,Leptogium hirsutum,FEN_231_Leptogium_hirsutum_Plate2_F2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,7542288DB5B041672250F3FE401C4704,D559060CEC6257E07C6BAA3892C04B67
SRR14722136,2021-06-05 11:02:40,2021-06-05 10:04:56,6221694,1878951588,6221694,302,760,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/014377/SRR14722136,SRX11058970,FEN_232_Pertusaria_ostiolata_Plate2_E2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126043,SAMN19302583,simple,2035816,Pertusaria ostiolata,FEN_232_Pertusaria_ostiolata_Plate2_E2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,16D9C60F7EFF1CF491351C2E4C6866DA,3AE0A4819BF1DAF1F894773F7A6F85ED
SRR14722135,2021-06-05 08:40:26,2021-06-05 08:04:25,8441201,2549242702,8441201,302,1024,,https://sra-download.ncbi.nlm.nih.gov/traces/sra68/SRR/014377/SRR14722135,SRX11058971,FEN_233_Mycocalicium_subtile_Plate2_D2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126044,SAMN19302584,simple,124099,Mycocalicium subtile,FEN_233_Mycocalicium_subtile_Plate2_D2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,F3717B57627EE0F3D6A6DBD6739115B8,1E8EE3628F2E6C54935196C0FD0DFAD0
SRR14722134,2021-06-03 21:37:02,2021-06-03 21:15:55,839276,253461352,839276,302,99,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/014377/SRR14722134,SRX11058972,FEN_234_Absconditella_diluta_Plate3_B5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126045,SAMN19302585,simple,2840189,Absconditella delutula,FEN_234_Absconditella_diluta_Plate3_B5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D26CD591F28DBCC4B5CD33F1810A4DC3,DD7F8467F249F8530EFF8D4A49E7AC4D
SRR14722133,2021-06-03 21:37:02,2021-06-03 21:20:30,12455574,3761583348,12455574,302,1485,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/014377/SRR14722133,SRX11058973,FEN_235_Heterodermia_hypoleuca_Plate2_C2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126046,SAMN19302586,simple,216834,Heterodermia hypoleuca,FEN_235_Heterodermia_hypoleuca_Plate2_C2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,2B9B1F43EFF4E8C58B81EFA61B0FC3FE,06603A2048034FE61167C6576FEF6EA6
SRR14722132,2021-06-03 21:37:02,2021-06-03 21:22:06,9382823,2833612546,9382823,302,1148,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/014377/SRR14722132,SRX11058974,FEN_236_Anzia_colpodes_Plate2_B2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126047,SAMN19302587,simple,315933,Anzia colpodes,FEN_236_Anzia_colpodes_Plate2_B2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,5536E119F1F6C917CE05B526FCFF6177,0B0402015CA588EFC488BC7374DC1CD0
SRR14722131,2021-06-03 21:37:02,2021-06-03 21:18:33,4603398,1390226196,4603398,302,572,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/014377/SRR14722131,SRX11058975,FEN_237_Parmotrema_gardneri_Plate2_A2_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126048,SAMN19302588,simple,769011,Parmotrema gardneri,FEN_237_Parmotrema_gardneri_Plate2_A2_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,3408C1A418A108F7C29EC7B8B8E6FEB7,266520895FE0DF031927E9A41D5AE98A
SRR14722130,2021-06-03 22:10:57,2021-06-03 21:33:12,23552411,7112828122,23552411,302,2690,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/014377/SRR14722130,SRX11058976,FEN_238_Parmotrema_hypotropum_Plate3_D5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126049,SAMN19302589,simple,526734,Parmotrema hypotropum,FEN_238_Parmotrema_hypotropum_Plate3_D5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6CF1B8E873E5B4681558F0B65D994863,137DEBE0EE04D5E7A47A82E67857F695
SRR14722128,2021-06-03 21:37:02,2021-06-03 21:25:35,18778866,5671217532,18778866,302,2204,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/014377/SRR14722128,SRX11058978,FEN_239_Lecidella_sp_Plate3_E5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126051,SAMN19302590,simple,2841860,Lecidella sp. Lendemer_46226_NY-2606722,FEN_239_Lecidella_sp_Plate3_E5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D7C7FAD632A59BCCDD33EAAA2FC4B9C9,48B4C7AE95B6E2B417ACED6C6307A494
SRR14722127,2021-06-03 21:37:02,2021-06-03 21:19:01,7272973,2196437846,7272973,302,863,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/014377/SRR14722127,SRX11058979,FEN_240_Xanthoparmelia_mexicana_Plate3_F5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126052,SAMN19302591,simple,235993,Xanthoparmelia mexicana,FEN_240_Xanthoparmelia_mexicana_Plate3_F5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,5C654B31D3480101D2F4EE9125C8DEB9,4782E2113C8F25B571AD847C65C1B303
SRR14722126,2021-06-03 21:37:02,2021-06-03 21:15:21,125110,37783220,125110,302,15,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/014377/SRR14722126,SRX11058980,FEN_241_Biatora_chrysantha_Plate3_G5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126054,SAMN19302592,simple,99242,Biatora chrysantha,FEN_241_Biatora_chrysantha_Plate3_G5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,BAF9276A86908F644D09860AEB5C4F17,F2FCB714B491105A78619BC79EB59BB4
SRR14722125,2021-06-03 21:37:02,2021-06-03 21:27:13,18790880,5674845760,18790880,302,2188,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/014377/SRR14722125,SRX11058981,FEN_242_Ionaspis_alba_Plate3_H5_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126053,SAMN19302593,simple,1307807,Ionaspis alba,FEN_242_Ionaspis_alba_Plate3_H5_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,6D4EF612064F17621E794E467B139553,444E3FDC5697A2081BF25641AB2B4810
SRR14722124,2021-06-03 21:37:02,2021-06-03 21:21:26,9074375,2740461250,9074375,302,1060,,https://sra-download.ncbi.nlm.nih.gov/traces/sra74/SRR/014377/SRR14722124,SRX11058982,FEN_243_Melanelia_culbersonii_Plate3_A6_R1.fastq.gz,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP322526,PRJNA731936,,731936,SRS9126055,SAMN19302594,simple,1709396,Melanelia culbersonii,FEN_243_Melanelia_culbersonii_Plate3_A6_R1.fastq.gz,,,,,,,no,,,,,"UNIVERSITY OF COLORADO, BOULDER",SRA1240369,,public,D274A556EAC69FFB8C2D40296AAD0222,1F2536E93FA49CE94752FE0060888130
