genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	size	BUSCO_lineage	BAT_euk	median_cov	mag	bat_bacteria	role	metagenome
public_SRR14722095_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3830114	NA	NA	11	public_SRR14722095_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	bacteria_other	SRR14722095
public_SRR14722095_metawrap_bin.3.fa	NA	NA	NA	NA	NA	2684019	NA	NA	9	public_SRR14722095_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	SRR14722095
public_SRR14722098_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4984413	NA	NA	6	public_SRR14722098_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	bacteria_other	SRR14722098
public_SRR14722098_metawrap_bin.4.fa	NA	NA	NA	NA	NA	5767967	NA	NA	19	public_SRR14722098_metawrap_bin.4	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__	bacteria_other	SRR14722098
public_SRR14722101_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3514072	NA	NA	6	public_SRR14722101_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14722101
public_SRR14722101_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4669437	NA	NA	4	public_SRR14722101_metawrap_bin.2	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__	bacteria_other	SRR14722101
public_SRR14722101_metawrap_bin.3.fa	NA	NA	NA	NA	NA	2684928	NA	NA	5	public_SRR14722101_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	bacteria_other	SRR14722101
public_SRR14722101_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2149068	NA	NA	5	public_SRR14722101_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__	bacteria_other	SRR14722101
public_SRR14722106_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2688115	NA	NA	4	public_SRR14722106_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-113;s__	bacteria_other	SRR14722106
public_SRR14722106_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2987098	NA	NA	7	public_SRR14722106_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	SRR14722106
public_SRR14722108_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4118588	NA	NA	9	public_SRR14722108_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR14722108
public_SRR14722112_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2751154	NA	NA	7	public_SRR14722112_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	bacteria_other	SRR14722112
public_SRR14722112_metawrap_bin.3.fa	NA	NA	NA	NA	NA	5274864	NA	NA	11	public_SRR14722112_metawrap_bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	bacteria_other	SRR14722112
public_SRR14722113_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2598062	NA	NA	4	public_SRR14722113_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	bacteria_other	SRR14722113
public_SRR14722113_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4712769	NA	NA	5	public_SRR14722113_metawrap_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	bacteria_other	SRR14722113
public_SRR14722116_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3608502	NA	NA	13	public_SRR14722116_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	bacteria_other	SRR14722116
public_SRR14722116_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3416681	NA	NA	28	public_SRR14722116_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	SRR14722116
public_SRR14722117_metawrap_bin.2.fa	NA	NA	NA	NA	NA	5318643	NA	NA	8	public_SRR14722117_metawrap_bin.2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR14722117
public_SRR14722118_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3786276	NA	NA	41	public_SRR14722118_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	SRR14722118
public_SRR14722121_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2163070	NA	NA	4	public_SRR14722121_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14722121
public_SRR14722123_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3672174	NA	NA	30	public_SRR14722123_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	SRR14722123
public_SRR14722123_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2213993	NA	NA	15	public_SRR14722123_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	SRR14722123
public_SRR14722123_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3142810	NA	NA	9	public_SRR14722123_metawrap_bin.3	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	SRR14722123
public_SRR14722123_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2713278	NA	NA	8	public_SRR14722123_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	SRR14722123
public_SRR14722123_metawrap_bin.5.fa	NA	NA	NA	NA	NA	2293700	NA	NA	5	public_SRR14722123_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	bacteria_other	SRR14722123
public_SRR14722124_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2974507	NA	NA	11	public_SRR14722124_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	SRR14722124
public_SRR14722125_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4536908	NA	NA	11	public_SRR14722125_metawrap_bin.1	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	SRR14722125
public_SRR14722125_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3660656	NA	NA	51	public_SRR14722125_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	bacteria_other	SRR14722125
public_SRR14722128_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2905364	NA	NA	8	public_SRR14722128_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__	bacteria_other	SRR14722128
public_SRR14722129_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2821068	NA	NA	10	public_SRR14722129_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	bacteria_other	SRR14722129
public_SRR14722129_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3049668	NA	NA	8	public_SRR14722129_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	bacteria_other	SRR14722129
public_SRR14722129_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4066310	NA	NA	10	public_SRR14722129_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	SRR14722129
public_SRR14722130_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3721515	NA	NA	9	public_SRR14722130_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAJCIS01;s__	bacteria_other	SRR14722130
public_SRR14722130_metawrap_bin.2.fa	NA	NA	NA	NA	NA	5632149	NA	NA	14	public_SRR14722130_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	SRR14722130
public_SRR14722132_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2868880	NA	NA	8	public_SRR14722132_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR14722132
public_SRR14722132_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4413311	NA	NA	27	public_SRR14722132_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	SRR14722132
public_SRR14722133_metawrap_bin.1.fa	NA	NA	NA	NA	NA	5120205	NA	NA	19	public_SRR14722133_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	bacteria_other	SRR14722133
public_SRR14722133_metawrap_bin.2.fa	NA	NA	NA	NA	NA	4362757	NA	NA	5	public_SRR14722133_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JACCRA01;s__	bacteria_other	SRR14722133
public_SRR14722135_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3769391	NA	NA	11	public_SRR14722135_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	SRR14722135
public_SRR14722136_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3903190	NA	NA	11	public_SRR14722136_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__	bacteria_other	SRR14722136
public_SRR14722137_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3784927	NA	NA	6	public_SRR14722137_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__	bacteria_other	SRR14722137
public_SRR14722137_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4632561	NA	NA	6	public_SRR14722137_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__	bacteria_other	SRR14722137
public_SRR14722138_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4657575	NA	NA	6	public_SRR14722138_metawrap_bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR14722138
public_SRR14722139_metawrap_bin.1.fa	NA	NA	NA	NA	NA	5172279	NA	NA	27	public_SRR14722139_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JACMLC01;s__	bacteria_other	SRR14722139
public_SRR14722143_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3957470	NA	NA	31	public_SRR14722143_metawrap_bin.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	bacteria_other	SRR14722143
public_SRR14722143_metawrap_bin.2.fa	NA	NA	NA	NA	NA	2656299	NA	NA	6	public_SRR14722143_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	SRR14722143
public_SRR14722143_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3061974	NA	NA	5	public_SRR14722143_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__	bacteria_other	SRR14722143
public_SRR14722143_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2023406	NA	NA	6	public_SRR14722143_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	bacteria_other	SRR14722143
public_SRR14722143_metawrap_bin.5.fa	NA	NA	NA	NA	NA	3680408	NA	NA	15	public_SRR14722143_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	bacteria_other	SRR14722143
public_SRR14722145_metawrap_bin.1.fa	NA	NA	NA	NA	NA	5636286	NA	NA	5	public_SRR14722145_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__	bacteria_other	SRR14722145
public_SRR14722145_metawrap_bin.2.fa	NA	NA	NA	NA	NA	8205499	NA	NA	43	public_SRR14722145_metawrap_bin.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	photobiont_cyano	SRR14722145
public_SRR14722145_metawrap_bin.5.fa	NA	NA	NA	NA	NA	2645662	NA	NA	10	public_SRR14722145_metawrap_bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__	bacteria_other	SRR14722145
public_SRR14722145_metawrap_bin.6.fa	NA	NA	NA	NA	NA	2558475	NA	NA	13	public_SRR14722145_metawrap_bin.6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__	bacteria_other	SRR14722145
public_SRR14722145_metawrap_bin.7.fa	NA	NA	NA	NA	NA	4648277	NA	NA	9	public_SRR14722145_metawrap_bin.7	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__	bacteria_other	SRR14722145
public_SRR14722149_metawrap_bin.10.fa	NA	NA	NA	NA	NA	3696104	NA	NA	12	public_SRR14722149_metawrap_bin.10	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	bacteria_other	SRR14722149
public_SRR14722149_metawrap_bin.1.fa	NA	NA	NA	NA	NA	8553378	NA	NA	30	public_SRR14722149_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	photobiont_cyano	SRR14722149
public_SRR14722149_metawrap_bin.2.fa	NA	NA	NA	NA	NA	620729	NA	NA	5	public_SRR14722149_metawrap_bin.2	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__C7867-001;s__	bacteria_other	SRR14722149
public_SRR14722149_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2750517	NA	NA	5	public_SRR14722149_metawrap_bin.4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__	bacteria_other	SRR14722149
public_SRR14722149_metawrap_bin.5.fa	NA	NA	NA	NA	NA	2784209	NA	NA	4	public_SRR14722149_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter;s__	bacteria_other	SRR14722149
public_SRR14722149_metawrap_bin.6.fa	NA	NA	NA	NA	NA	5826481	NA	NA	7	public_SRR14722149_metawrap_bin.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__	bacteria_other	SRR14722149
public_SRR14722149_metawrap_bin.7.fa	NA	NA	NA	NA	NA	3516021	NA	NA	5	public_SRR14722149_metawrap_bin.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	bacteria_other	SRR14722149
public_SRR14722149_metawrap_bin.8.fa	NA	NA	NA	NA	NA	2864895	NA	NA	11	public_SRR14722149_metawrap_bin.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__	bacteria_other	SRR14722149
public_SRR14722149_metawrap_bin.9.fa	NA	NA	NA	NA	NA	3063529	NA	NA	10	public_SRR14722149_metawrap_bin.9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__	bacteria_other	SRR14722149
public_SRR14722150_metawrap_bin.1.fa	NA	NA	NA	NA	NA	5034826	NA	NA	8	public_SRR14722150_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	bacteria_other	SRR14722150
public_SRR14722150_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3046830	NA	NA	7	public_SRR14722150_metawrap_bin.2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14722150
public_SRR14722150_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3260348	NA	NA	15	public_SRR14722150_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__	bacteria_other	SRR14722150
public_SRR14722152_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3138958	NA	NA	11	public_SRR14722152_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	SRR14722152
public_SRR14722152_metawrap_bin.3.fa	NA	NA	NA	NA	NA	2819151	NA	NA	8	public_SRR14722152_metawrap_bin.3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	bacteria_other	SRR14722152
public_SRR14722154_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3663051	NA	NA	20	public_SRR14722154_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	SRR14722154
public_SRR14722154_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3030643	NA	NA	8	public_SRR14722154_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	bacteria_other	SRR14722154
public_SRR14722154_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3917641	NA	NA	33	public_SRR14722154_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14722154
public_SRR14722156_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3607728	NA	NA	7	public_SRR14722156_metawrap_bin.1	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	SRR14722156
public_SRR14722156_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3254686	NA	NA	5	public_SRR14722156_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__	bacteria_other	SRR14722156
public_SRR14722156_metawrap_bin.3.fa	NA	NA	NA	NA	NA	3274598	NA	NA	7	public_SRR14722156_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	bacteria_other	SRR14722156
public_SRR14722156_metawrap_bin.4.fa	NA	NA	NA	NA	NA	5207319	NA	NA	7	public_SRR14722156_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	bacteria_other	SRR14722156
public_SRR14722156_metawrap_bin.5.fa	NA	NA	NA	NA	NA	5138702	NA	NA	6	public_SRR14722156_metawrap_bin.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__	bacteria_other	SRR14722156
public_SRR14722156_metawrap_bin.6.fa	NA	NA	NA	NA	NA	3590909	NA	NA	4	public_SRR14722156_metawrap_bin.6	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	bacteria_other	SRR14722156
public_SRR14722157_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3716936	NA	NA	6	public_SRR14722157_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	bacteria_other	SRR14722157
public_SRR14722158_metawrap_bin.1.fa	NA	NA	NA	NA	NA	2865180	NA	NA	14	public_SRR14722158_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	bacteria_other	SRR14722158
public_SRR14722160_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4302847	NA	NA	6	public_SRR14722160_metawrap_bin.3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__	bacteria_other	SRR14722160
public_SRR14722160_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2415085	NA	NA	6	public_SRR14722160_metawrap_bin.4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	bacteria_other	SRR14722160
public_SRR14722161_metawrap_bin.1.fa	NA	NA	NA	NA	NA	8221173	NA	NA	24	public_SRR14722161_metawrap_bin.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__	photobiont_cyano	SRR14722161
public_SRR14722161_metawrap_bin.2.fa	NA	NA	NA	NA	NA	3798441	NA	NA	7	public_SRR14722161_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	bacteria_other	SRR14722161
public_SRR14722161_metawrap_bin.3.fa	NA	NA	NA	NA	NA	7077701	NA	NA	6	public_SRR14722161_metawrap_bin.3	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__	bacteria_other	SRR14722161
public_SRR14722161_metawrap_bin.4.fa	NA	NA	NA	NA	NA	3611815	NA	NA	4	public_SRR14722161_metawrap_bin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__	bacteria_other	SRR14722161
public_SRR14722162_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3736443	NA	NA	7	public_SRR14722162_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	bacteria_other	SRR14722162
public_SRR14722163_metawrap_bin.2.fa	NA	NA	NA	NA	NA	5242144	NA	NA	8	public_SRR14722163_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	bacteria_other	SRR14722163
public_SRR14722164_metawrap_bin.1.fa	NA	NA	NA	NA	NA	3266590	NA	NA	17	public_SRR14722164_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	SRR14722164
public_SRR14722165_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4298480	NA	NA	5	public_SRR14722165_metawrap_bin.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	bacteria_other	SRR14722165
public_SRR14722165_metawrap_bin.2.fa	NA	NA	NA	NA	NA	7259205	NA	NA	9	public_SRR14722165_metawrap_bin.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	bacteria_other	SRR14722165
public_SRR14722165_metawrap_bin.3.fa	NA	NA	NA	NA	NA	4139775	NA	NA	13	public_SRR14722165_metawrap_bin.3	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	bacteria_other	SRR14722165
public_SRR14722165_metawrap_bin.4.fa	NA	NA	NA	NA	NA	2520003	NA	NA	8	public_SRR14722165_metawrap_bin.4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	bacteria_other	SRR14722165
public_SRR14722165_metawrap_bin.5.fa	NA	NA	NA	NA	NA	2495784	NA	NA	7	public_SRR14722165_metawrap_bin.5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__	bacteria_other	SRR14722165
public_SRR14722166_metawrap_bin.1.fa	NA	NA	NA	NA	NA	4103170	NA	NA	8	public_SRR14722166_metawrap_bin.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__	bacteria_other	SRR14722166
