Genome	metagenome	breadth	read_count	size.x	depth_cov	fasta	size.y	BUSCO_lineage	lineage	BAT_euk	bat_bacteria	Lichen.metagenomes	lineage_broad	putative_role
public_SRR14722112_metawrap_bin.1	SRR14722112	99.41	158245	2751154	7.189937386275	public_SRR14722112_metawrap_bin.1.fa	2751154	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Sticta sp. Lendemer_47364_NY-2795562	bacteria_other	bacteria_other
public_SRR14722112_metawrap_bin.1	SRR14722144	58.97	21166	2751154	0.961687350108354	public_SRR14722112_metawrap_bin.1.fa	2751154	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Heterodermia appalachiensis	bacteria_other	bacteria_other
public_SRR14722305_metabat2_bin.2	SRR14722305	99.97	2593155	30013823	10.7998362954296	public_SRR14722305_metabat2_bin.2.fa	30013823	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Heterodermia langdoniana	Fungi	mycobiont
public_SRR14722143_metawrap_bin.4	SRR14722143	99.51	105873	2023406	6.54051880838546	public_SRR14722143_metawrap_bin.4.fa	2023406	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	Zwackhia viridis	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.5	SRR14722143	99.94	432495	3680408	14.6890983282288	public_SRR14722143_metawrap_bin.5.fa	3680408	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	Zwackhia viridis	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.2	SRR13685142	86.96	57236	2656299	2.69340913805261	public_SRR14722143_metawrap_bin.2.fa	2656299	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Opegrapha vulgata	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.2	SRR14722143	99.47	121809	2656299	5.73208249523115	public_SRR14722143_metawrap_bin.2.fa	2656299	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Zwackhia viridis	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.2	SRR14722221	64.84	23485	2656299	1.10515608370895	public_SRR14722143_metawrap_bin.2.fa	2656299	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Megalospora porphyritis	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.2	SRR14722279	68.2	33351	2656299	1.56942987216424	public_SRR14722143_metawrap_bin.2.fa	2656299	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Byssoloma meadii	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.2	SRR14722281	74.96	38186	2656299	1.79695508675793	public_SRR14722143_metawrap_bin.2.fa	2656299	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Viridothelium virens	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.3	SRR14722143	99.34	114879	3061974	4.68974426301464	public_SRR14722143_metawrap_bin.3.fa	3061974	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__	Zwackhia viridis	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.1	SRR14722143	99.92	926212	3957470	29.2551807088872	public_SRR14722143_metawrap_bin.1.fa	3957470	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	Zwackhia viridis	bacteria_other	bacteria_other
public_SRR14722143_metawrap_bin.1	SRR14722233	55.27	67610	3957470	2.13551839938142	public_SRR14722143_metawrap_bin.1.fa	3957470	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	Arthothelium ruanum	bacteria_other	bacteria_other
public_SRR7232214_concoct_bin.9	SRR7232214	99.81	4029668	55709528	9.04169390916398	public_SRR7232214_concoct_bin.9.fa	55709528	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	NA	Letharia lupina	Chlorophyta	photobiont_chloro
public_SRR14722017_metabat2_bin.2	SRR13685161	88.75	1676591	30760831	6.81301083836129	public_SRR14722017_metabat2_bin.2.fa	30760831	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Heterodermia casarettiana	Fungi	mycobiont
public_SRR14722017_metabat2_bin.2	SRR14722017	99.96	4827991	30760831	19.6190692962749	public_SRR14722017_metabat2_bin.2.fa	30760831	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Heterodermia squamulosa	Fungi	mycobiont
public_SRR14721971_concoct_merged.0	SRR14721971	99.9	1324077	22677464	7.29841859742342	public_SRR14721971_concoct_merged.0.fa	22677464	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	NA	Porina heterospora	Fungi	mycobiont
private_X4_metawrap_bin.14	ERR4179390	54.45	147799	7623061	2.42355072325933	private_X4_metawrap_bin.14.fa	7623061	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	Lobaria pulmonaria	bacteria_other	bacteria_other
private_X4_metawrap_bin.14	X4	99.94	581187	7623061	9.53007918997369	private_X4_metawrap_bin.14.fa	7623061	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	Pectenia plumbea	bacteria_other	bacteria_other
private_X4_metawrap_bin.14	X5	87.6	175521	7623061	2.87812533574112	private_X4_metawrap_bin.14.fa	7623061	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__	Pectenia cyanoloma	bacteria_other	bacteria_other
private_X4_metawrap_bin.11	X4	99.71	161109	3089360	6.51870452132481	private_X4_metawrap_bin.11.fa	3089360	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	Pectenia plumbea	bacteria_other	bacteria_other
public_SRR14722165_concoct_bin.24	SRR14722165	99.95	2278991	23394055	12.1771909572753	public_SRR14722165_concoct_bin.24.fa	23394055	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870	Chaetothyriomycetidae	NA	Rhizocarpon subgeminatum	Fungi	fungi_other
private_X4_metawrap_bin.13	X4	99.96	357151	4493002	9.93631318214414	private_X4_metawrap_bin.13.fa	4493002	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__	Pectenia plumbea	bacteria_other	bacteria_other
private_X4_metawrap_bin.12	X4	99.95	270709	3886199	8.70738348705252	private_X4_metawrap_bin.12.fa	3886199	NA	NA	NA	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__JACMJD01;s__	Pectenia plumbea	bacteria_other	bacteria_other
private_X4_metawrap_bin.12	X5	66.89	42246	3886199	1.35884703794119	private_X4_metawrap_bin.12.fa	3886199	NA	NA	NA	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__JACMJD01;s__	Pectenia cyanoloma	bacteria_other	bacteria_other
public_SRR14722318_metabat2_bin.2	SRR14722318	99.93	4227882	22746770	23.2334195140673	public_SRR14722318_metabat2_bin.2.fa	22746770	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Kephartia crystalligera	Fungi	mycobiont
public_SRR14722165_concoct_bin.25	SRR14722165	99.91	9400533	28485352	41.2516097747362	public_SRR14722165_concoct_bin.25.fa	28485352	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Rhizocarpon subgeminatum	Fungi	mycobiont
public_SRR14721979_metabat2_bin.1	SRR14721979	99.96	3660177	34557146	13.2395807512576	public_SRR14721979_metabat2_bin.1.fa	34557146	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Parmotrema tinctorum	Fungi	mycobiont
public_SRR14722136_metawrap_bin.1	SRR14722136	99.8	342547	3903190	10.9700975356055	public_SRR14722136_metawrap_bin.1.fa	3903190	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAHJXF01;s__	Pertusaria ostiolata	bacteria_other	bacteria_other
public_SRR14722184_concoct_bin.5	SRR14722184	99.81	4795353	30897180	19.400447710762	public_SRR14722184_concoct_bin.5.fa	30897180	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Lecanora hybocarpa	Fungi	mycobiont
public_SRR14722094_metawrap_bin.2	SRR14722094	99.6	93195	2812202	4.14243891441653	public_SRR14722094_metawrap_bin.2.fa	2812202	NA	NA	NA	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	Usnea strigosa	bacteria_other	bacteria_other
public_SRR14722094_metawrap_bin.2	SRR14722130	58.87	24981	2812202	1.11038431805397	public_SRR14722094_metawrap_bin.2.fa	2812202	NA	NA	NA	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__	Parmotrema hypotropum	bacteria_other	bacteria_other
public_SRR12240181_metabat2_bin.5	SRR12240181	99.99	6319876	33269822	23.7447768731675	public_SRR12240181_metabat2_bin.5.fa	33269822	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Rinodina sp	Fungi	mycobiont
public_SRR14722150_metawrap_bin.3	SRR14722150	99.96	366745	3260348	14.0608073125936	public_SRR14722150_metawrap_bin.3.fa	3260348	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__	Cladonia arbuscula	bacteria_other	bacteria_other
public_SRR14722150_metawrap_bin.3	SRR14722171	67.74	28551	3260348	1.09463008243292	public_SRR14722150_metawrap_bin.3.fa	3260348	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__	Cladonia uncialis	bacteria_other	bacteria_other
public_SRR14721943_metabat2_bin.1	SRR14721943	99.98	5745743	31682591	22.6691647472898	public_SRR14721943_metabat2_bin.1.fa	31682591	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Parmotrema neotropicum	Fungi	mycobiont
public_SRR14721943_metabat2_bin.1	SRR14722068	88.67	2917304	31682591	11.509885665601	public_SRR14721943_metabat2_bin.1.fa	31682591	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Parmotrema neotropicum	Fungi	mycobiont
public_SRR14721943_metabat2_bin.1	SRR14722108	88.53	2827430	31682591	11.1552981888382	public_SRR14721943_metabat2_bin.1.fa	31682591	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Parmotrema subsumptum	Fungi	mycobiont
public_SRR14721960_metawrap_bin.1	SRR14721960	99.93	480183	6554862	9.15700055927951	public_SRR14721960_metawrap_bin.1.fa	6554862	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JACDEG01;s__	Phyllopsora corallina	bacteria_other	bacteria_other
public_SRR14722176_metawrap_bin.4	SRR14722176	99.55	153597	3501776	5.48282500079959	public_SRR14722176_metawrap_bin.4.fa	3501776	NA	NA	NA	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__	Xanthocarpia feracissima	bacteria_other	bacteria_other
public_SRR14722176_metawrap_bin.4	SRR14722188	89.87	69454	3501776	2.4792419617931	public_SRR14722176_metawrap_bin.4.fa	3501776	NA	NA	NA	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__	Xylographa vitiligo	bacteria_other	bacteria_other
public_SRR14722176_metawrap_bin.4	SRR14722308	59.54	56186	3501776	2.00562514564038	public_SRR14722176_metawrap_bin.4.fa	3501776	NA	NA	NA	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__	Willeya diffractella	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.21	ERR4179390	51.26	152941	4057647	4.71150521472173	public_SRR11456913_metawrap_bin.21.fa	4057647	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	Lobaria pulmonaria	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.21	SRR11456913	100	1314369	4057647	40.4904923962089	public_SRR11456913_metawrap_bin.21.fa	4057647	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	Peltigera malacea	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.21	SRR11456915	83.32	86902	4057647	2.67710572161649	public_SRR11456913_metawrap_bin.21.fa	4057647	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__	Peltigera aphthosa	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.23	SRR11456913	100	914233	2884839	39.6136924798923	public_SRR11456913_metawrap_bin.23.fa	2884839	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	Peltigera malacea	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.23	SRR11456918	63.3	51961	2884839	2.251468799472	public_SRR11456913_metawrap_bin.23.fa	2884839	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__	Peltigera dolichorhiza	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.22	SRR11456913	99.91	524406	6257254	10.4759611804156	public_SRR11456913_metawrap_bin.22.fa	6257254	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter;s__	Peltigera malacea	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.22	SRR11456914	70.83	117886	6257254	2.35498670822696	public_SRR11456913_metawrap_bin.22.fa	6257254	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter;s__	Peltigera extenuata	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.25	SRR11456913	99.99	1917070	3699865	64.7682415439482	public_SRR11456913_metawrap_bin.25.fa	3699865	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__	Peltigera malacea	bacteria_other	bacteria_other
public_SRR14722222_metabat2_bin.6	SRR14722222	99.84	3017500	29161940	12.934238942951	public_SRR14722222_metabat2_bin.6.fa	29161940	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;1618100;2231493;158045;158046	Phaeomoniella chlamydospora	NA	Arthonia quintaria	Fungi	mycobiont
public_SRR11456913_metawrap_bin.26	SRR11456913	99.97	425330	3911890	13.5909368617216	public_SRR11456913_metawrap_bin.26.fa	3911890	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__	Peltigera malacea	bacteria_other	bacteria_other
public_SRR11456913_metawrap_bin.26	SRR14722320	65.12	56604	3911890	1.80871650276465	public_SRR11456913_metawrap_bin.26.fa	3911890	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__	Peltigera praetextata	bacteria_other	bacteria_other
public_SRR14721985_metawrap_bin.2	SRR14721985	99.97	855834	3688266	29.0052967980075	public_SRR14721985_metawrap_bin.2.fa	3688266	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Imshaugia aleurites	bacteria_other	bacteria_other
public_SRR14721985_metawrap_bin.2	SRR14721996	54.72	42875	3688266	1.45308798226592	public_SRR14721985_metawrap_bin.2.fa	3688266	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Hypogymnia vittata	bacteria_other	bacteria_other
public_SRR14721985_metawrap_bin.2	SRR14722129	50.84	25476	3688266	0.86341386440132	public_SRR14721985_metawrap_bin.2.fa	3688266	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Pseudevernia cladonia	bacteria_other	bacteria_other
public_SRR14721985_metawrap_bin.2	TS1974	90.91	965260	3688266	32.7138823501342	public_SRR14721985_metawrap_bin.2.fa	3688266	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Imshaugia aleurites	bacteria_other	bacteria_other
public_SRR14721985_metawrap_bin.1	SRR14721985	99.88	273438	4033697	8.47355416135619	public_SRR14721985_metawrap_bin.1.fa	4033697	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIQPK01;s__	Imshaugia aleurites	bacteria_other	bacteria_other
public_SRR14721985_metawrap_bin.1	SRR14722173	81.3	56181	4033697	1.74098971737342	public_SRR14721985_metawrap_bin.1.fa	4033697	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIQPK01;s__	Melanohalea halei	bacteria_other	bacteria_other
public_SRR14722121_metabat2_bin.4	SRR14722119	80.95	358174	24586490	1.82098990136453	public_SRR14722121_metabat2_bin.4.fa	24586490	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Cladonia grayi	Fungi	mycobiont
public_SRR14722121_metabat2_bin.4	SRR14722121	99.82	22033167	24586490	112.018668585878	public_SRR14722121_metabat2_bin.4.fa	24586490	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Cladonia macilenta	Fungi	mycobiont
public_SRR14722121_metabat2_bin.4	SRR14722156	88.42	587061	24586490	2.98467267999621	public_SRR14722121_metabat2_bin.4.fa	24586490	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Melanelia stygia	Fungi	mycobiont
public_SRR14722304_metawrap_bin.2	SRR14722304	99.76	559961	5605541	12.4867742471244	public_SRR14722304_metawrap_bin.2.fa	5605541	NA	NA	NA	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__	Micareopsis irriguata	bacteria_other	bacteria_other
public_SRR14722042_metawrap_bin.3	SRR14722042	99.87	164646	3178674	6.47463376238016	public_SRR14722042_metawrap_bin.3.fa	3178674	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Scoliciosporum umbrinum	bacteria_other	bacteria_other
public_SRR14722042_metawrap_bin.3	SRR14722066	85.64	56041	3178674	2.20378843505185	public_SRR14722042_metawrap_bin.3.fa	3178674	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Pilophorus fibula	bacteria_other	bacteria_other
public_SRR14722042_metawrap_bin.3	SRR14722098	62.82	26683	3178674	1.04929760019429	public_SRR14722042_metawrap_bin.3.fa	3178674	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Acarospora sinopica	bacteria_other	bacteria_other
public_SRR14722042_metawrap_bin.1	SRR14722042	99.91	250923	3751316	8.36116578821939	public_SRR14722042_metawrap_bin.1.fa	3751316	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	Scoliciosporum umbrinum	bacteria_other	bacteria_other
public_SRR14722042_metawrap_bin.1	T1888	77.21	212574	3751316	7.0833142289266	public_SRR14722042_metawrap_bin.1.fa	3751316	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	Puttea_exsequens	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	SRR5808930	93.18	1608714	4162555	48.3090914114048	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Evernia prunastri	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	SRR7232211	99.87	292223	4162555	8.7753495149013	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Letharia vulpina	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	SRR7232212	50.6	27761	4162555	0.833652648433474	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Letharia rugosa	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	SRR7232213	80.61	72453	4162555	2.17573701728866	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Letharia columbiana	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	VT12	56.22	60299	4162555	1.81075685486438	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Kaernefeltia merillii	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	VT16	57.62	34551	4162555	1.03755385814722	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Punctelia caseana	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	X11	64.43	46212	4162555	1.38772941138315	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Ramalina menziesii	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	X3	95.11	209074	4162555	6.27841554045532	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Platismatia glauca	bacteria_other	bacteria_other
public_SRR7232211_metawrap_bin.1	X8	92.87	602293	4162555	18.0866378942741	public_SRR7232211_metawrap_bin.1.fa	4162555	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__	Ramalina thrausta	bacteria_other	bacteria_other
public_SRR14722145_metawrap_bin.6	SRR14722145	99.97	258168	2558475	12.6133732008325	public_SRR14722145_metawrap_bin.6.fa	2558475	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__UBA1936;s__	Leptogium chloromelum	bacteria_other	bacteria_other
private_VT34_metawrap_bin.4	VT34	99.99	334585	3002539	13.9292528756496	private_VT34_metawrap_bin.4.fa	3002539	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	Gypsoplaca macrophylla	bacteria_other	bacteria_other
public_SRR12240177_metawrap_bin.1	SRR12240177	99.76	101890	2642145	4.82042052953188	public_SRR12240177_metawrap_bin.1.fa	2642145	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	Xanthoparmelia maricopensis	bacteria_other	bacteria_other
private_VT34_metawrap_bin.2	VT34	99.97	568805	3074460	23.1262156606363	private_VT34_metawrap_bin.2.fa	3074460	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	Gypsoplaca macrophylla	bacteria_other	bacteria_other
private_VT34_metawrap_bin.3	T1887	96.97	2391388	5049737	59.1958551504762	private_VT34_metawrap_bin.3.fa	5049737	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	Lignoscripta_atroalba	bacteria_other	bacteria_other
private_VT34_metawrap_bin.3	VT34	99.99	2727983	5049737	67.5278484800297	private_VT34_metawrap_bin.3.fa	5049737	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	Gypsoplaca macrophylla	bacteria_other	bacteria_other
public_SRR14722229_metawrap_bin.3	SRR14722128	78.52	54568	3389825	2.01219826982219	public_SRR14722229_metawrap_bin.3.fa	3389825	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__	Lecidella sp. Lendemer_46226_NY-2606722	bacteria_other	bacteria_other
