fasta	size	BUSCO_lineage	lineage	BAT_euk	median_cov	mag	bat_bacteria
public_SRR13685164_concoct_bin.7.fa	29939518	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	13	public_SRR13685164_concoct_bin.7	NA
public_SRR13685165_metabat2_bin.3.fa	31243966	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	9	public_SRR13685165_metabat2_bin.3	NA
public_SRR14721922_metabat2_bin.4.fa	30284861	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	13	public_SRR14721922_metabat2_bin.4	NA
public_SRR14721923_metabat2_bin.2.fa	29526551	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	17	public_SRR14721923_metabat2_bin.2	NA
public_SRR14721926_metabat2_bin.3.fa	32290860	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	30	public_SRR14721926_metabat2_bin.3	NA
public_SRR14721927_metabat2_bin.2.fa	33215599	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	17	public_SRR14721927_metabat2_bin.2	NA
public_SRR14721929_concoct_bin.20.fa	12174069	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;34395;43219	Herpotrichiellaceae	6	public_SRR14721929_concoct_bin.20	NA
public_SRR14721929_metabat2_bin.13.fa	32096707	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	53	public_SRR14721929_metabat2_bin.13	NA
public_SRR14721932_concoct_bin.34.fa	28320957	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	26	public_SRR14721932_concoct_bin.34	NA
public_SRR14721933_metabat2_bin.1.fa	28341076	dothideomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;159987;714581;271822;1929940;1048519	Viridothelium virens	30	public_SRR14721933_metabat2_bin.1	NA
public_SRR14721935_metabat2_bin.5.fa	30687529	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	12	public_SRR14721935_metabat2_bin.5	NA
public_SRR14721936_concoct_merged.0.fa	23152140	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	5	public_SRR14721936_concoct_merged.0	NA
public_SRR14721937_metabat2_bin.4.fa	25566584	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;146291;146292;364710;364733	Endocarpon pusillum	10	public_SRR14721937_metabat2_bin.4	NA
public_SRR14721939_concoct_merged.0.fa	24980457	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	6	public_SRR14721939_concoct_merged.0	NA
public_SRR14721941_concoct_bin.5.fa	26374195	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	18	public_SRR14721941_concoct_bin.5	NA
public_SRR14721942_metabat2_bin.2.fa	32030579	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	24	public_SRR14721942_metabat2_bin.2	NA
public_SRR14721943_metabat2_bin.1.fa	31682591	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	23	public_SRR14721943_metabat2_bin.1	NA
public_SRR14721944_concoct_merged.0.fa	21879680	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	8	public_SRR14721944_concoct_merged.0	NA
public_SRR14721946_metabat2_bin.2.fa	24216471	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	28	public_SRR14721946_metabat2_bin.2	NA
public_SRR14721947_metabat2_bin.6.fa	31983833	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	35	public_SRR14721947_metabat2_bin.6	NA
public_SRR14721948_concoct_merged.0.fa	29695316	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	28	public_SRR14721948_concoct_merged.0	NA
public_SRR14721949_concoct_bin.4.fa	28100536	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	25	public_SRR14721949_concoct_bin.4	NA
public_SRR14721950_metabat2_bin.6.fa	20843906	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	21	public_SRR14721950_metabat2_bin.6	NA
public_SRR14721952_concoct_merged.0.fa	29208772	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	12	public_SRR14721952_concoct_merged.0	NA
public_SRR14721953_concoct_bin.46.fa	16849686	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	5	public_SRR14721953_concoct_bin.46	NA
public_SRR14721954_metabat2_bin.3.fa	21050370	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	6	public_SRR14721954_metabat2_bin.3	NA
public_SRR14721956_metabat2_bin.3.fa	31212012	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	8	public_SRR14721956_metabat2_bin.3	NA
public_SRR14721957_metabat2_bin.1.fa	13010775	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	6	public_SRR14721957_metabat2_bin.1	NA
public_SRR14721959_metabat2_bin.2.fa	18791956	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	33	public_SRR14721959_metabat2_bin.2	NA
public_SRR14721960_metabat2_bin.2.fa	24608064	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	10	public_SRR14721960_metabat2_bin.2	NA
public_SRR14721962_metabat2_bin.6.fa	22076511	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	24	public_SRR14721962_metabat2_bin.6	NA
public_SRR14721964_metabat2_bin.3.fa	25555617	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	12	public_SRR14721964_metabat2_bin.3	NA
public_SRR14721965_metabat2_bin.1.fa	29021755	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	18	public_SRR14721965_metabat2_bin.1	NA
public_SRR14721966_metabat2_bin.6.fa	23364708	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	42	public_SRR14721966_metabat2_bin.6	NA
public_SRR14721968_concoct_bin.6.fa	20394191	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;146291;146292;364710;364733	Endocarpon pusillum	7	public_SRR14721968_concoct_bin.6	NA
public_SRR14721970_metabat2_bin.1.fa	31270501	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	16	public_SRR14721970_metabat2_bin.1	NA
public_SRR14721971_concoct_merged.0.fa	22677464	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	7	public_SRR14721971_concoct_merged.0	NA
public_SRR14721973_metabat2_bin.2.fa	34874262	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	6	public_SRR14721973_metabat2_bin.2	NA
public_SRR14721974_metabat2_bin.1.fa	25397939	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	11	public_SRR14721974_metabat2_bin.1	NA
public_SRR14721977_metabat2_bin.1.fa	17433853	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	6	public_SRR14721977_metabat2_bin.1	NA
public_SRR14721978_concoct_merged.0.fa	25185608	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	21	public_SRR14721978_concoct_merged.0	NA
public_SRR14721979_metabat2_bin.1.fa	34557146	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	12	public_SRR14721979_metabat2_bin.1	NA
public_SRR14721980_metabat2_bin.4.fa	24074817	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	19	public_SRR14721980_metabat2_bin.4	NA
public_SRR14721982_metabat2_bin.3.fa	23745995	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	19	public_SRR14721982_metabat2_bin.3	NA
public_SRR14721983_metabat2_bin.1.fa	25048733	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	21	public_SRR14721983_metabat2_bin.1	NA
public_SRR14721984_concoct_merged.0.fa	34017098	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	10	public_SRR14721984_concoct_merged.0	NA
public_SRR14721986_metabat2_bin.4.fa	28415343	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	21	public_SRR14721986_metabat2_bin.4	NA
public_SRR14721987_metabat2_bin.1.fa	26140875	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	11	public_SRR14721987_metabat2_bin.1	NA
public_SRR14721990_metabat2_bin.6.fa	28467715	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	14	public_SRR14721990_metabat2_bin.6	NA
public_SRR14721991_concoct_merged.0.fa	31028479	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	6	public_SRR14721991_concoct_merged.0	NA
public_SRR14721995_metabat2_bin.4.fa	31516815	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	9	public_SRR14721995_metabat2_bin.4	NA
public_SRR14721996_metabat2_bin.8.fa	34948523	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	10	public_SRR14721996_metabat2_bin.8	NA
public_SRR14721999_concoct_bin.2.fa	23263670	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	20	public_SRR14721999_concoct_bin.2	NA
public_SRR14722000_concoct_merged.0.fa	30991706	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	7	public_SRR14722000_concoct_merged.0	NA
public_SRR14722002_metabat2_bin.2.fa	29099014	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	14	public_SRR14722002_metabat2_bin.2	NA
public_SRR14722003_metabat2_bin.1.fa	24008401	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	18	public_SRR14722003_metabat2_bin.1	NA
public_SRR14722004_metabat2_bin.1.fa	33271660	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	9	public_SRR14722004_metabat2_bin.1	NA
public_SRR14722005_metabat2_bin.1.fa	29113940	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	10	public_SRR14722005_metabat2_bin.1	NA
public_SRR14722006_metabat2_bin.2.fa	33363126	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	8	public_SRR14722006_metabat2_bin.2	NA
public_SRR14722010_metabat2_bin.2.fa	31075743	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	10	public_SRR14722010_metabat2_bin.2	NA
public_SRR14722012_metabat2_bin.2.fa	29791372	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	15	public_SRR14722012_metabat2_bin.2	NA
public_SRR14722013_metabat2_bin.2.fa	26174165	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	21	public_SRR14722013_metabat2_bin.2	NA
public_SRR14722017_metabat2_bin.2.fa	30760831	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	18	public_SRR14722017_metabat2_bin.2	NA
public_SRR14722018_metabat2_bin.2.fa	17385180	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	7	public_SRR14722018_metabat2_bin.2	NA
public_SRR14722019_concoct_merged.0.fa	32096469	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	6	public_SRR14722019_concoct_merged.0	NA
public_SRR14722021_metabat2_bin.1.fa	30718572	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	9	public_SRR14722021_metabat2_bin.1	NA
public_SRR14722022_concoct_bin.14.fa	31204119	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	16	public_SRR14722022_concoct_bin.14	NA
public_SRR14722023_metabat2_bin.5.fa	33216096	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	21	public_SRR14722023_metabat2_bin.5	NA
public_SRR14722024_concoct_bin.3.fa	24585898	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	14	public_SRR14722024_concoct_bin.3	NA
public_SRR14722026_metabat2_bin.4.fa	34279999	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	15	public_SRR14722026_metabat2_bin.4	NA
public_SRR14722028_metabat2_bin.1.fa	30646640	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	8	public_SRR14722028_metabat2_bin.1	NA
public_SRR14722031_metabat2_bin.3.fa	24548484	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	21	public_SRR14722031_metabat2_bin.3	NA
public_SRR14722032_metabat2_bin.2.fa	31179552	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	26	public_SRR14722032_metabat2_bin.2	NA
public_SRR14722034_metabat2_bin.1.fa	32646117	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	19	public_SRR14722034_metabat2_bin.1	NA
public_SRR14722036_metabat2_bin.1.fa	32350195	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	9	public_SRR14722036_metabat2_bin.1	NA
public_SRR14722037_metabat2_bin.2.fa	29315195	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	30	public_SRR14722037_metabat2_bin.2	NA
public_SRR14722038_metabat2_bin.1.fa	33397459	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	21	public_SRR14722038_metabat2_bin.1	NA
public_SRR14722039_metabat2_bin.7.fa	23178609	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	14	public_SRR14722039_metabat2_bin.7	NA
public_SRR14722041_metabat2_bin.10.fa	26702899	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	18	public_SRR14722041_metabat2_bin.10	NA
public_SRR14722042_metabat2_bin.4.fa	23631243	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	Coccomyxa subellipsoidea C-169	4	public_SRR14722042_metabat2_bin.4	NA
public_SRR14722042_metabat2_bin.6.fa	23754413	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	11	public_SRR14722042_metabat2_bin.6	NA
public_SRR14722043_metabat2_bin.3.fa	22757456	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	4	public_SRR14722043_metabat2_bin.3	NA
public_SRR14722046_concoct_bin.7.fa	27286209	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	22	public_SRR14722046_concoct_bin.7	NA
public_SRR14722047_metabat2_bin.3.fa	28440486	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	10	public_SRR14722047_metabat2_bin.3	NA
public_SRR14722049_concoct_bin.8.fa	28605651	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	46	public_SRR14722049_concoct_bin.8	NA
public_SRR14722050_metabat2_bin.2.fa	22900309	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	11	public_SRR14722050_metabat2_bin.2	NA
public_SRR14722051_metabat2_bin.4.fa	25666973	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	14	public_SRR14722051_metabat2_bin.4	NA
public_SRR14722054_metabat2_bin.5.fa	29545193	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	6	public_SRR14722054_metabat2_bin.5	NA
public_SRR14722058_metabat2_bin.4.fa	21476704	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	17	public_SRR14722058_metabat2_bin.4	NA
public_SRR14722061_metabat2_bin.1.fa	28894720	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545	Eurotiomycetes	19	public_SRR14722061_metabat2_bin.1	NA
public_SRR14722062_metabat2_bin.2.fa	27199670	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	11	public_SRR14722062_metabat2_bin.2	NA
public_SRR14722063_concoct_bin.10.fa	31589493	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	8	public_SRR14722063_concoct_bin.10	NA
public_SRR14722064_metabat2_bin.6.fa	28137239	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	22	public_SRR14722064_metabat2_bin.6	NA
public_SRR14722065_metabat2_bin.6.fa	24531407	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	50	public_SRR14722065_metabat2_bin.6	NA
public_SRR14722066_metabat2_bin.7.fa	23681804	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	7	public_SRR14722066_metabat2_bin.7	NA
public_SRR14722067_metabat2_bin.8.fa	33073044	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	10	public_SRR14722067_metabat2_bin.8	NA
public_SRR14722072_concoct_merged.0.fa	23918369	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	7	public_SRR14722072_concoct_merged.0	NA
public_SRR14722078_concoct_bin.17.fa	29286468		1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	24	public_SRR14722078_concoct_bin.17	NA
public_SRR14722080_concoct_merged.0.fa	18398308	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	5	public_SRR14722080_concoct_merged.0	NA
public_SRR14722080_metabat2_bin.1.fa	24278505	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	29	public_SRR14722080_metabat2_bin.1	NA
public_SRR14722083_concoct_bin.1.fa	24386104	chaetothyriales_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;34395;43219	Herpotrichiellaceae	5	public_SRR14722083_concoct_bin.1	NA
public_SRR14722084_metabat2_bin.3.fa	30286100	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	29	public_SRR14722084_metabat2_bin.3	NA
public_SRR14722085_metabat2_bin.6.fa	27482044	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	36	public_SRR14722085_metabat2_bin.6	NA
public_SRR14722086_metabat2_bin.14.fa	20387402	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	23	public_SRR14722086_metabat2_bin.14	NA
public_SRR14722088_concoct_bin.14.fa	29419212	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	31	public_SRR14722088_concoct_bin.14	NA
public_SRR14722090_metabat2_bin.14.fa	20639300	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	50	public_SRR14722090_metabat2_bin.14	NA
public_SRR14722092_concoct_merged.0.fa	22014185	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	6	public_SRR14722092_concoct_merged.0	NA
public_SRR14722094_metabat2_bin.10.fa	30521473	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	29	public_SRR14722094_metabat2_bin.10	NA
public_SRR14722095_metabat2_bin.7.fa	20302860	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	31	public_SRR14722095_metabat2_bin.7	NA
public_SRR14722098_metabat2_bin.9.fa	18354405	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	29	public_SRR14722098_metabat2_bin.9	NA
public_SRR14722099_metabat2_bin.1.fa	27164441	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	7	public_SRR14722099_metabat2_bin.1	NA
public_SRR14722101_metabat2_bin.2.fa	26448327	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	23	public_SRR14722101_metabat2_bin.2	NA
public_SRR14722103_metabat2_bin.2.fa	30103970	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	32	public_SRR14722103_metabat2_bin.2	NA
public_SRR14722106_metabat2_bin.2.fa	34593352	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	13	public_SRR14722106_metabat2_bin.2	NA
public_SRR14722109_metabat2_bin.1.fa	31879348	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	34	public_SRR14722109_metabat2_bin.1	NA
public_SRR14722112_metabat2_bin.8.fa	30295613	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	28	public_SRR14722112_metabat2_bin.8	NA
public_SRR14722113_metabat2_bin.5.fa	28726273	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	32	public_SRR14722113_metabat2_bin.5	NA
public_SRR14722115_concoct_bin.3.fa	32421814	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	62	public_SRR14722115_concoct_bin.3	NA
public_SRR14722116_metabat2_bin.14.fa	33224986	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	80	public_SRR14722116_metabat2_bin.14	NA
public_SRR14722116_metabat2_bin.5.fa	48859335	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	5	public_SRR14722116_metabat2_bin.5	NA
public_SRR14722117_metabat2_bin.4.fa	28185128	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	66	public_SRR14722117_metabat2_bin.4	NA
public_SRR14722118_metabat2_bin.5.fa	30836631	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	8	public_SRR14722118_metabat2_bin.5	NA
public_SRR14722119_metabat2_bin.2.fa	26086763	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	56	public_SRR14722119_metabat2_bin.2	NA
public_SRR14722120_metabat2_bin.1.fa	33370561	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	32	public_SRR14722120_metabat2_bin.1	NA
public_SRR14722120_metabat2_bin.4.fa	41796735	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	4	public_SRR14722120_metabat2_bin.4	NA
public_SRR14722121_metabat2_bin.4.fa	24586490	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	128	public_SRR14722121_metabat2_bin.4	NA
public_SRR14722123_concoct_merged.0.fa	20570369	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	125	public_SRR14722123_concoct_merged.0	NA
