Genome	completeness	contamination	size	classification
public_SRR14721964_metawrap_bin.1	62.96	0	3836498	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
public_SRR14722145_metawrap_bin.7	79.53	5.56	4648277	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__GCA-002050365;s__
private_T1916_metawrap_bin.1	81.93	0.86	4049198	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
private_T1887_metawrap_bin.17	97.62	0	4614662	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__
private_T1916_metawrap_bin.3	86.96	4.27	3780805	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_B;s__
private_T1887_metawrap_bin.15	96.95	2.24	6529217	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_T1887_metawrap_bin.12	96.34	1.89	3695381	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Angustibacteraceae;g__JACMOY01;s__
private_T1887_metawrap_bin.13	67.96	0.78	2879782	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__
private_T1887_metawrap_bin.10	93.1	2.97	4745649	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__SCTD01;g__SCTD01;s__
private_T1887_metawrap_bin.11	97.89	1.04	5029938	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__
private_T1916_metawrap_bin.9	81.33	1.15	3105763	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
private_T1916_metawrap_bin.8	75.16	0	2369818	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722320_metawrap_bin.2	66.9	0.74	4398835	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
private_T1887_metawrap_bin.18	76.41	2.35	2214153	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR14722308_metawrap_bin.1	73.55	3	3591709	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__
public_SRR14722158_metawrap_bin.1	69.77	0.75	2865180	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722081_metawrap_bin.2	83.67	1.66	2978694	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR14722081_metawrap_bin.1	95.76	3.14	4016466	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR12240188_metawrap_bin.2	70.23	0.7	2731190	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__;s__
public_SRR14722087_metawrap_bin.1	89.37	4.05	5292300	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
private_T1868_metawrap_bin.1	88.83	1.72	3803709	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Bryocella;s__
public_SRR14722087_metawrap_bin.4	62.93	2.02	3647526	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__UBA2796;g__;s__
private_T1868_metawrap_bin.5	93.72	1.93	3849194	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
private_T1868_metawrap_bin.4	96.3	0.93	5238499	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
public_SRR14722185_metawrap_bin.1	64.66	1.72	2552460	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
public_SRR14722185_metawrap_bin.2	70.09	3.96	4963974	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
public_SRR14721996_metawrap_bin.1	89.75	1.09	3972088	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR12240179_metawrap_bin.1	96.67	0	3859098	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__HMF7410;s__
public_SRR12240179_metawrap_bin.2	73.91	0.66	4622923	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR12240179_metawrap_bin.3	86.05	2.24	3549671	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR14722051_metawrap_bin.2	86.05	0.86	3005090	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722051_metawrap_bin.1	56.53	0.66	2568578	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722176_metawrap_bin.4	79.1	2.12	3501776	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__
public_SRR14722166_metawrap_bin.2	68.3	1.95	3060312	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__
public_SRR14722176_metawrap_bin.5	88.44	0.45	3559965	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__
public_SRR14722176_metawrap_bin.2	68.48	0.99	2669101	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__
public_SRR14722176_metawrap_bin.3	83.61	2.83	3317761	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCYX01;s__
public_SRR14722170_metawrap_bin.4	93.16	0.29	3202196	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722251_metawrap_bin.1	93.97	0.17	3314666	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722088_metawrap_bin.4	69.56	1.72	3373116	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14722088_metawrap_bin.5	96.52	1.72	3703480	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722088_metawrap_bin.6	61.37	1.3	4014955	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
public_SRR14722088_metawrap_bin.1	64.73	1.49	2785661	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722088_metawrap_bin.3	72.74	2.9	2193406	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR11456914_metawrap_bin.22	57.98	0.99	4221727	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__
public_SRR14722275_metawrap_bin.1	57.73	0.69	4202288	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR11456914_metawrap_bin.23	62.85	0.54	2670987	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Angustibacteraceae;g__JACMOY01;s__
public_SRR14722048_metawrap_bin.1	82.75	1.68	3255296	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__
public_SRR14722154_metawrap_bin.2	56.54	0	3030643	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14722154_metawrap_bin.3	98.78	0	3917641	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722067_metawrap_bin.1	94.83	1.03	3370518	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722154_metawrap_bin.1	88.84	2.09	3663051	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
private_GTX0163_metawrap_bin.17	89.88	2.63	2996994	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
private_GTX0163_metawrap_bin.15	93.75	3.05	4875913	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
private_GTX0163_metawrap_bin.14	75.8	2.14	3577379	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
private_GTX0163_metawrap_bin.12	90.02	1.47	4365355	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
private_GTX0163_metawrap_bin.11	89.19	3.1	4768684	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__
private_GTX0163_metawrap_bin.10	92.79	0.28	2544535	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
public_SRR14722170_metawrap_bin.3	68.58	3	3047177	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__
private_GTX0163_metawrap_bin.19	84	2.73	5045447	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__
private_GTX0163_metawrap_bin.18	85.22	2.4	3642260	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__
public_SRR14722172_metawrap_bin.2	82.85	0.05	3371435	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
private_VT38_metawrap_bin.1	83.28	2.04	3131595	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR14721987_metawrap_bin.1	70.09	2.28	5221228	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14721960_metawrap_bin.2	79.5	1.75	3219042	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__
public_SRR14722129_metawrap_bin.2	77.34	1.74	3049668	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_SRR14722129_metawrap_bin.3	90.54	1.71	4066310	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR14722233_metawrap_bin.2	76.37	1.09	4483346	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__
public_SRR14721999_metawrap_bin.1	81.7	1.09	3446454	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722274_metawrap_bin.2	67.07	1.92	3983605	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_SRR14721929_metawrap_bin.1	87	5.35	4537829	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14721929_metawrap_bin.2	76.59	4.48	3696623	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_SRR14722173_metawrap_bin.1	83.86	2.12	3923908	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
public_SRR14722152_metawrap_bin.1	87.24	3.57	3138958	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722285_metawrap_bin.1	82.14	1.85	7599834	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__
public_ERR4179390_metawrap_bin.18	84.56	0.51	2754002	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__CAHJWT01 sp903643075
public_ERR4179390_metawrap_bin.14	69.69	1.63	2019971	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp903644135
public_ERR4179390_metawrap_bin.15	84.17	1.08	2997459	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_ERR4179390_metawrap_bin.16	80.05	1.99	6360884	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
public_ERR4179390_metawrap_bin.17	85.83	1.69	4033751	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__CAHJWO01 sp903642295
public_ERR4179390_metawrap_bin.10	63.97	1.58	2491115	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp903643065
public_ERR4179390_metawrap_bin.11	77.65	2.16	2979499	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp903643035
public_ERR4179390_metawrap_bin.12	90.35	3.45	3495382	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_ERR4179390_metawrap_bin.13	93.68	1.72	3858529	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__Terriglobus sp903642225
public_SRR14721998_metawrap_bin.1	53.18	0	2449156	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
public_SRR14722039_metawrap_bin.1	83.93	1.39	3377777	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__;s__
public_SRR5808930_metawrap_bin.3	75.1	2.16	3347604	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Bryocella;s__
public_SRR5808930_metawrap_bin.1	88.16	1.17	3678282	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722176_metawrap_bin.6	88.89	0	4835290	d__Bacteria;p__Armatimonadota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium;s__
public_ERR4179389_metawrap_bin.1	66.21	1.3	2548021	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CAHJWT01;s__CAHJWT01 sp903642255
public_ERR4179389_metawrap_bin.2	97.65	0.62	3073101	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp903642285
public_ERR4179389_metawrap_bin.3	89.64	4.11	3189259	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAHJWH01;s__CAHJWH01 sp903642205
public_ERR4179389_metawrap_bin.4	85.44	1.34	3068375	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
public_ERR4179389_metawrap_bin.5	69.13	0.43	2944420	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Tous-C9LFEB;s__
public_ERR4179389_metawrap_bin.6	54.8	0.85	2105771	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR14722176_metawrap_bin.1	96.02	0.72	6808938	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Hassallia;s__
public_ERR4179389_metawrap_bin.8	92.97	2.62	6382200	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia sp001557535
public_SRR14722229_metawrap_bin.3	57.44	0	3389825	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
public_SRR14722221_metawrap_bin.5	73.95	2.2	3149760	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14722176_metawrap_bin.9	83.72	5.11	5446922	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
public_SRR14722117_metawrap_bin.2	96.49	3.72	5318643	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR14722046_metawrap_bin.2	52.85	0	2520481	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__LMUY01;s__
public_SRR14722221_metawrap_bin.3	65.04	2.21	2960063	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__
public_SRR14722046_metawrap_bin.1	78.3	0.17	2743310	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14722188_metawrap_bin.2	95.13	0.86	4904820	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__
public_SRR14722188_metawrap_bin.1	89.6	3.5	3895846	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR12240184_metawrap_bin.4	55.14	0	1439739	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
public_SRR12240184_metawrap_bin.5	88.33	4.18	2729563	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Marisediminicola;s__
public_SRR12240184_metawrap_bin.1	82.41	2.15	3549499	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__
public_SRR12240184_metawrap_bin.2	70.19	1.54	3414239	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__
public_SRR12240184_metawrap_bin.3	91.33	0.82	2936192	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR14722314_metawrap_bin.1	58.95	1	2956205	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__
public_SRR14722095_metawrap_bin.2	98.3	0.86	3830114	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722095_metawrap_bin.3	77.4	1.03	2684019	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAHJWL01;s__
public_SRR14722095_metawrap_bin.1	82.02	1.28	2768165	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__
public_SRR14721964_metawrap_bin.2	96.56	1.36	2819372	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__
public_SRR14722112_metawrap_bin.1	61.95	1.78	2751154	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722143_metawrap_bin.4	61.45	1.52	2023406	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__
public_SRR14722143_metawrap_bin.5	94.2	0.39	3680408	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__
public_SRR14722143_metawrap_bin.2	73.93	1.49	2656299	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
public_SRR14722143_metawrap_bin.3	73.44	2	3061974	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
public_SRR14722143_metawrap_bin.1	95.76	0.82	3957470	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__
public_SRR14722086_metawrap_bin.6	94.13	3.96	6028302	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
private_X4_metawrap_bin.14	97.95	3.07	7623061	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__
private_X4_metawrap_bin.11	96.8	2.31	3089360	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__
private_X4_metawrap_bin.13	78.37	1.21	4493002	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__JABFXA01;s__
private_X4_metawrap_bin.12	96.78	0	3886199	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__JACMJD01;s__
public_SRR14722094_metawrap_bin.2	62.46	0.93	2812202	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__;s__
public_SRR14722150_metawrap_bin.3	97.21	2.18	3260348	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAIOYC01;s__
public_SRR14721960_metawrap_bin.1	97.01	4.44	6554862	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__JACDEG01;s__
public_SRR11456913_metawrap_bin.21	92.43	1.75	4057647	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__CAHJWO01;s__
public_SRR11456913_metawrap_bin.23	98.67	1.01	2884839	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Amnibacterium;s__
public_SRR11456913_metawrap_bin.22	96.25	1.23	6257254	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter;s__
public_SRR11456913_metawrap_bin.25	96.57	0.62	3699865	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans;s__
public_SRR11456913_metawrap_bin.26	89.64	0.07	3911890	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__
public_SRR14721985_metawrap_bin.2	98.2	0.5	3688266	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
public_SRR14721985_metawrap_bin.1	95.47	0	4033697	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__CAIQPK01;s__
public_SRR14722304_metawrap_bin.2	88.28	3.96	5605541	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__DTNP01;s__
public_SRR14722042_metawrap_bin.3	89.77	0.86	3178674	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
public_SRR14722042_metawrap_bin.1	94.02	0.17	3751316	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__
public_SRR7232211_metawrap_bin.1	97.22	0.75	4162555	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAIMSN01;s__
private_VT34_metawrap_bin.4	95.92	2.44	3002539	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
public_SRR12240177_metawrap_bin.1	55.75	0.65	2642145	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__
private_VT34_metawrap_bin.2	93.61	1.04	3074460	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
private_VT34_metawrap_bin.3	97.76	1.66	5049737	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
private_VT34_metawrap_bin.1	78.91	1.79	3671683	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
