# bin	classification	reason	lineage	lineage scores
public_SRR14722156_concoct_bin.48.fa	taxid assigned	based on 10698/20195 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.97;0.97;0.97;0.96;0.96;0.96;0.95;0.73;0.73;0.65;0.65;0.65;0.56;0.56
public_SRR14722157_metabat2_bin.4.fa	taxid assigned	based on 13118/28359 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.97;0.97;0.96;0.96;0.95;0.95;0.94;0.60;0.60
public_SRR14722158_metabat2_bin.9.fa	taxid assigned	based on 13409/27933 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.78;0.78;0.71;0.71;0.71;0.68;0.68
public_SRR14722159_metabat2_bin.7.fa	taxid assigned	based on 11045/21268 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.94;0.94;0.94;0.92;0.53;0.53
public_SRR14722159_metabat2_bin.8.fa	taxid assigned	based on 13606/27625 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.79;0.79;0.72;0.72;0.72;0.67;0.67
public_SRR14722160_concoct_bin.3.fa	taxid assigned	based on 13871/28817 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.97;0.81;0.81;0.74;0.74;0.74;0.69;0.69
public_SRR14722161_metabat2_bin.6.fa	taxid assigned	based on 12148/27050 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.97;0.97;0.95;0.94;0.94;0.94;0.93;0.49;0.49
public_SRR14722163_concoct_bin.11.fa	taxid assigned	based on 13024/26826 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.97;0.96;0.96;0.77;0.77;0.69;0.69;0.69;0.66;0.65
public_SRR14722164_metabat2_bin.2.fa	taxid assigned	based on 12166/24795 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.97;0.97;0.96;0.96;0.95;0.95;0.94;0.62;0.62
public_SRR14722165_concoct_bin.24.fa	taxid assigned	based on 10498/22156 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870	1.00;1.00;0.98;0.96;0.96;0.95;0.95;0.94;0.94;0.94;0.72;0.62
public_SRR14722165_concoct_bin.25.fa	taxid assigned	based on 13043/29043 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.92;0.52;0.52
public_SRR14722165_metabat2_bin.16.fa	taxid assigned	based on 8234/16850 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.94;0.94;0.92;0.91;0.91;0.91;0.89;0.43;0.43
public_SRR14722166_concoct_bin.2.fa	taxid assigned	based on 16642/32928 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.98;0.98;0.98;0.83;0.83;0.81;0.81;0.81;0.80;0.80
public_SRR14722167_metabat2_bin.4.fa	taxid assigned	based on 12880/29185 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.97;0.97;0.96;0.95;0.95;0.95;0.94;0.60;0.60
public_SRR14722168_metabat2_bin.6.fa	taxid assigned	based on 16681/33237 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.83;0.83;0.82;0.82;0.82;0.80;0.80
public_SRR14722169_metabat2_bin.6.fa	taxid assigned	based on 15562/31204 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.98;0.98;0.98;0.85;0.85;0.84;0.84;0.84;0.83;0.83
public_SRR14722170_metabat2_bin.4.fa	taxid assigned	based on 14600/29624 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.97;0.97;0.96;0.78;0.78;0.71;0.71;0.71;0.62;0.62
public_SRR14722171_concoct_bin.7.fa	taxid assigned	based on 14455/29513 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.79;0.79;0.73;0.73;0.73;0.60;0.60
public_SRR14722173_concoct_merged.0.fa	taxid assigned	based on 16465/35144 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.98;0.98;0.97;0.85;0.85;0.84;0.84;0.84;0.83;0.83
public_SRR14722174_metabat2_bin.2.fa	taxid assigned	based on 16762/32989 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.83;0.83;0.81;0.81;0.81;0.80;0.80
public_SRR14722175_metabat2_bin.4.fa	taxid assigned	based on 11876/25226 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.97;0.97;0.96;0.95;0.95;0.95;0.93;0.57;0.57
public_SRR14722176_concoct_bin.30.fa	taxid assigned	based on 10165/19851 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;146291;146292;364710;364733	1.00;1.00;0.99;0.98;0.98;0.98;0.98;0.98;0.98;0.97;0.88;0.86;0.82;0.82;0.82;0.82
public_SRR14722176_metabat2_bin.14.fa	taxid assigned	based on 11522/23772 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.93;0.55;0.55
public_SRR14722177_concoct_bin.11.fa	taxid assigned	based on 11811/24247 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.97;0.97;0.96;0.96;0.95;0.95;0.94;0.69;0.69;0.56;0.56;0.56;0.53;0.53
public_SRR14722177_concoct_merged.0.fa	taxid assigned	based on 16105/29164 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451867;2726947	1.00;1.00;0.99;0.78;0.78;0.78;0.77;0.77;0.77;0.77;0.63;0.63;0.57;0.49
public_SRR14722177_metabat2_bin.9.fa	taxid assigned	based on 11725/51907 ORFs	1;131567;2759;33090;3041;2692248;75966	1.00;0.99;0.90;0.81;0.68;0.65;0.47
public_SRR14722181_concoct_bin.15.fa	taxid assigned	based on 11461/23212 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.98;0.89;0.89;0.85;0.84;0.84;0.83;0.80
public_SRR14722181_concoct_bin.9.fa	taxid assigned	based on 11694/23583 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.94;0.94;0.93;0.92;0.48;0.48
public_SRR14722184_concoct_bin.5.fa	taxid assigned	based on 14663/31649 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.98;0.98;0.97;0.97;0.97;0.97;0.96;0.75;0.75;0.68;0.68;0.68;0.65;0.65
public_SRR14722185_metabat2_bin.2.fa	taxid assigned	based on 12121/26780 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.96;0.96;0.95;0.95;0.95;0.94;0.93;0.61;0.61;0.49;0.49;0.49;0.47;0.47
public_SRR14722186_metabat2_bin.3.fa	taxid assigned	based on 14496/30100 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.93;0.93;0.93;0.92;0.45;0.45
public_SRR14722188_concoct_bin.0.fa	taxid assigned	based on 11513/23708 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.93;0.55;0.55
public_SRR14722188_concoct_bin.30.fa	taxid assigned	based on 29137/81352 ORFs	1;131567;2759;33090;3041;2692248;75966;75981;2511161;41891;248742;574566	1.00;1.00;0.96;0.93;0.88;0.87;0.81;0.71;0.71;0.71;0.70;0.70
public_SRR14722188_metabat2_bin.25.fa	taxid assigned	based on 12786/26508 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.93;0.93;0.93;0.92;0.47;0.47
public_SRR14722188_metabat2_bin.28.fa	taxid assigned	based on 6584/12264 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.98;0.91;0.91;0.87;0.86;0.86;0.86;0.82
public_SRR14722197_metabat2_bin.3.fa	taxid assigned	based on 11380/24470 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.92;0.49;0.49
public_SRR14722202_metabat2_bin.2.fa	taxid assigned	based on 14477/26398 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.76;0.76;0.72;0.72;0.72;0.72;0.72
public_SRR14722208_metabat2_bin.1.fa	taxid assigned	based on 16001/32314 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.97;0.84;0.84;0.82;0.82;0.82;0.81;0.81
public_SRR14722210_metabat2_bin.3.fa	taxid assigned	based on 12043/25756 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.93;0.93;0.93;0.92;0.55;0.55
public_SRR14722213_concoct_bin.9.fa	taxid assigned	based on 9113/18982 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.98;0.90;0.90;0.86;0.85;0.85;0.84;0.81
public_SRR14722213_metabat2_bin.1.fa	taxid assigned	based on 14263/25367 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451867;2726947	1.00;1.00;0.99;0.78;0.78;0.78;0.77;0.77;0.77;0.77;0.66;0.66;0.60;0.52
public_SRR14722219_metabat2_bin.6.fa	taxid assigned	based on 14553/29674 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.98;0.98;0.87;0.87;0.86;0.86;0.86;0.85;0.85
public_SRR14722221_metabat2_bin.2.fa	taxid assigned	based on 13021/27202 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.97;0.96;0.95;0.94;0.94;0.94;0.93;0.54;0.54
public_SRR14722222_metabat2_bin.6.fa	taxid assigned	based on 12544/28347 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;1618100;2231493;158045;158046	1.00;1.00;0.99;0.97;0.97;0.96;0.96;0.96;0.95;0.95;0.71;0.64;0.53;0.53;0.53;0.53
public_SRR14722229_concoct_bin.24.fa	taxid assigned	based on 12520/25154 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.80;0.80;0.72;0.72;0.72;0.69;0.69
public_SRR14722230_metabat2_bin.7.fa	taxid assigned	based on 9678/20083 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.94;0.94;0.94;0.92;0.55;0.55
public_SRR14722231_metabat2_bin.5.fa	taxid assigned	based on 12898/25882 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.97;0.97;0.96;0.78;0.78;0.71;0.71;0.71;0.68;0.68
public_SRR14722232_concoct_bin.14.fa	taxid assigned	based on 12215/23524 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.97;0.97;0.96;0.79;0.79;0.72;0.72;0.72;0.69;0.69
public_SRR14722233_metabat2_bin.15.fa	taxid assigned	based on 10210/23988 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.98;0.56;0.56;0.52;0.51;0.51;0.51;0.49
public_SRR14722251_metabat2_bin.1.fa	taxid assigned	based on 11612/25361 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.93;0.93;0.93;0.92;0.48;0.48
public_SRR14722272_metabat2_bin.6.fa	taxid assigned	based on 14479/31378 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.78;0.78;0.71;0.71;0.71;0.67;0.67
public_SRR14722274_metabat2_bin.2.fa	taxid assigned	based on 10270/21645 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.95;0.95;0.93;0.92;0.92;0.92;0.90;0.45;0.45
public_SRR14722275_concoct_merged.0.fa	taxid assigned	based on 12963/28261 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.97;0.97;0.96;0.95;0.95;0.95;0.94;0.67;0.67;0.54;0.54;0.54;0.52;0.52
public_SRR14722277_metabat2_bin.3.fa	taxid assigned	based on 13985/28100 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.76;0.76;0.69;0.69;0.69;0.61;0.61
public_SRR14722278_concoct_bin.6.fa	taxid assigned	based on 12997/28745 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.93;0.54;0.54
public_SRR14722279_metabat2_bin.4.fa	taxid assigned	based on 12373/26585 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.92;0.59;0.59;0.47;0.47;0.47;0.44;0.44
public_SRR14722280_metabat2_bin.4.fa	taxid assigned	based on 15804/27229 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;159987;714581;271822;1929940;1048519	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.98;0.97;0.87;0.87;0.80;0.79;0.79;0.79;0.79
public_SRR14722281_metabat2_bin.1.fa	taxid assigned	based on 14654/26673 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;159987;714581;271822;1929940;1048519	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.98;0.97;0.87;0.87;0.82;0.80;0.80;0.80;0.80
public_SRR14722288_metabat2_bin.3.fa	taxid assigned	based on 13236/30717 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.93;0.92;0.92;0.90;0.41;0.41
public_SRR14722289_concoct_bin.0.fa	taxid assigned	based on 16605/33495 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.83;0.83;0.81;0.81;0.81;0.80;0.80
public_SRR14722290_metabat2_bin.4.fa	taxid assigned	based on 14255/28624 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.97;0.97;0.96;0.77;0.77;0.69;0.69;0.69;0.62;0.62
public_SRR14722291_concoct_bin.3.fa	taxid assigned	based on 17090/34685 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.99;0.98;0.88;0.88;0.86;0.86;0.86;0.86;0.85
public_SRR14722292_metabat2_bin.5.fa	taxid assigned	based on 14653/29777 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.77;0.77;0.71;0.71;0.71;0.62;0.62
public_SRR14722293_concoct_bin.15.fa	taxid assigned	based on 13517/27806 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.81;0.81;0.73;0.73;0.73;0.64;0.64
public_SRR14722294_metabat2_bin.7.fa	taxid assigned	based on 14400/29635 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.77;0.77;0.70;0.70;0.70;0.62;0.62
public_SRR14722296_metabat2_bin.7.fa	taxid assigned	based on 13149/26357 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.80;0.80;0.73;0.73;0.73;0.64;0.64
public_SRR14722298_metabat2_bin.8.fa	taxid assigned	based on 14499/29216 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.80;0.80;0.73;0.73;0.73;0.60;0.60
public_SRR14722299_metabat2_bin.9.fa	taxid assigned	based on 14747/30232 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.76;0.76;0.69;0.69;0.69;0.61;0.61
public_SRR14722300_metabat2_bin.4.fa	taxid assigned	based on 16083/32658 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.85;0.85;0.84;0.84;0.84;0.83;0.83
public_SRR14722301_metabat2_bin.5.fa	taxid assigned	based on 13532/27105 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.98;0.97;0.97;0.97;0.96;0.78;0.78;0.71;0.71;0.71;0.62;0.62
public_SRR14722302_concoct_merged.0.fa	taxid assigned	based on 15649/31185 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.85;0.85;0.83;0.83;0.83;0.82;0.82
public_SRR14722303_metabat2_bin.3.fa	taxid assigned	based on 12372/25177 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.97;0.97;0.96;0.77;0.77;0.70;0.70;0.70;0.67;0.67
public_SRR14722304_metabat2_bin.6.fa	taxid assigned	based on 12964/28447 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.97;0.97;0.96;0.95;0.95;0.95;0.94;0.67;0.67;0.54;0.54;0.54;0.52;0.52
public_SRR14722305_metabat2_bin.2.fa	taxid assigned	based on 14174/30747 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.92;0.52;0.52
public_SRR14722307_metabat2_bin.5.fa	taxid assigned	based on 10234/20528 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.95;0.95;0.94;0.93;0.58;0.58
public_SRR14722308_metabat2_bin.6.fa	taxid assigned	based on 12793/23446 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;146291;146292;364710;364733	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.94;0.94;0.93;0.93;0.93;0.93
public_SRR14722309_metabat2_bin.1.fa	taxid assigned	based on 13520/28167 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.97;0.97;0.96;0.76;0.76;0.69;0.69;0.69;0.66;0.66
public_SRR14722310_metabat2_bin.3.fa	taxid assigned	based on 16351/32912 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.98;0.98;0.98;0.84;0.84;0.82;0.82;0.82;0.81;0.81
public_SRR14722311_concoct_merged.0.fa	taxid assigned	based on 13948/31218 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.99;0.95;0.94;0.92;0.91;0.91;0.90;0.88
public_SRR14722312_concoct_bin.10.fa	taxid assigned	based on 11216/22891 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.97;0.97;0.96;0.96;0.96;0.96;0.95;0.72;0.72;0.59;0.59;0.59;0.57;0.57
public_SRR14722313_metabat2_bin.4.fa	taxid assigned	based on 13529/29214 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.99;0.94;0.94;0.92;0.90;0.90;0.90;0.88
public_SRR14722316_metabat2_bin.4.fa	taxid assigned	based on 13648/30637 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.92;0.53;0.53
public_SRR14722318_metabat2_bin.2.fa	taxid assigned	based on 10798/22302 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.96;0.96;0.96;0.96;0.95;0.72;0.72;0.57;0.57;0.57;0.55;0.55
public_SRR14722319_metabat2_bin.1.fa	taxid assigned	based on 13984/28420 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.97;0.97;0.96;0.76;0.76;0.69;0.69;0.69;0.61;0.61
public_SRR14722320_concoct_bin.17.fa	taxid assigned	based on 8573/18207 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.95;0.95;0.94;0.93;0.93;0.93;0.91;0.53;0.53
public_SRR14722323_concoct_merged.0.fa	taxid assigned	based on 14044/29030 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.98;0.92;0.92;0.89;0.87;0.87;0.87;0.85
public_SRR14722324_concoct_bin.1.fa	taxid assigned	based on 10517/22297 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.95;0.94;0.93;0.92;0.92;0.92;0.90;0.44;0.44
public_SRR14722325_metabat2_bin.1.fa	taxid assigned	based on 15525/31248 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.84;0.84;0.83;0.83;0.83;0.82;0.82
public_SRR14722326_metabat2_bin.1.fa	taxid assigned	based on 17212/35085 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.82;0.82;0.81;0.81;0.81;0.80;0.79
public_SRR14722327_concoct_bin.11.fa	taxid assigned	based on 8990/19699 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.94;0.94;0.92;0.91;0.91;0.91;0.89;0.44;0.44
public_SRR14722329_metabat2_bin.1.fa	taxid assigned	based on 16595/33032 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	1.00;1.00;1.00;0.99;0.99;0.99;0.98;0.98;0.98;0.98;0.84;0.84;0.82;0.82;0.82;0.81;0.81
public_SRR14722330_concoct_merged.0.fa	taxid assigned	based on 14518/34082 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.99;0.95;0.95;0.92;0.91;0.91;0.91;0.88
public_SRR1531517_concoct_bin.16.fa	taxid assigned	based on 13327/32890 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.94;0.93;0.93;0.92;0.90;0.41;0.41
public_SRR1531545_concoct_bin.10.fa	taxid assigned	based on 11381/29579 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.93;0.50;0.50
public_SRR1531569_concoct_bin.26.fa	taxid assigned	based on 11513/23466 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	1.00;1.00;0.98;0.92;0.92;0.89;0.88;0.88;0.88;0.83
public_SRR1532736_concoct_bin.13.fa	taxid assigned	based on 12499/25980 ORFs	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	1.00;1.00;0.99;0.96;0.96;0.95;0.94;0.94;0.94;0.92;0.54;0.54
public_SRR1532736_concoct_bin.20.fa	taxid assigned	based on 16639/45439 ORFs	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	1.00;1.00;0.98;0.95;0.92;0.92;0.88;0.83;0.83;0.83;0.83;0.82
