alignment	start	end	length	nseqs	nparsimony	nvariable	nfixed
7955at3041_aligned_trimmed.fas	350865	351037	173	35	73	134	39
4609at3041_aligned_trimmed.fas	351038	351411	374	39	158	344	30
2497at3041_aligned_trimmed.fas	351412	351892	481	31	129	446	33
9415at3041_aligned_trimmed.fas	351893	352108	216	37	108	194	21
5994at3041_aligned_trimmed.fas	352109	352294	186	36	86	162	24
1808at3041_aligned_trimmed.fas	352295	352671	377	34	193	322	54
10205at3041_aligned_trimmed.fas	352672	352884	213	41	76	212	1
5301at3041_aligned_trimmed.fas	352885	353181	297	38	109	292	5
8074at3041_aligned_trimmed.fas	353182	353283	102	39	48	95	6
5528at3041_aligned_trimmed.fas	353284	353527	244	38	57	226	18
4904at3041_aligned_trimmed.fas	353528	353905	378	38	207	325	47
2930at3041_aligned_trimmed.fas	353906	354678	773	39	10	773	0
3407at3041_aligned_trimmed.fas	354679	355078	400	40	50	378	22
2802at3041_aligned_trimmed.fas	355079	355419	341	31	146	256	84
1974at3041_aligned_trimmed.fas	355420	355728	309	37	113	224	84
7143at3041_aligned_trimmed.fas	355729	356029	301	35	64	293	8
7058at3041_aligned_trimmed.fas	356030	356236	207	34	85	182	23
11829at3041_aligned_trimmed.fas	356237	356342	106	37	52	101	5
6885at3041_aligned_trimmed.fas	356343	356626	284	42	44	273	10
2919at3041_aligned_trimmed.fas	356627	356793	167	41	33	159	8
6086at3041_aligned_trimmed.fas	356794	357031	238	37	112	189	49
6345at3041_aligned_trimmed.fas	357032	357311	280	39	98	246	34
3352at3041_aligned_trimmed.fas	357312	357688	377	37	89	360	16
3892at3041_aligned_trimmed.fas	357689	357983	295	37	72	234	60
5366at3041_aligned_trimmed.fas	357984	358176	193	39	71	160	32
1139at3041_aligned_trimmed.fas	358177	358717	541	20	114	437	104
8810at3041_aligned_trimmed.fas	358718	358840	123	39	51	94	28
10788at3041_aligned_trimmed.fas	358841	358981	141	23	79	139	2
4160at3041_aligned_trimmed.fas	358982	359335	354	34	132	333	21
890at3041_aligned_trimmed.fas	359336	359903	568	32	128	518	49
5426at3041_aligned_trimmed.fas	359904	360446	543	39	28	514	27
11724at3041_aligned_trimmed.fas	360447	361196	750	32	79	748	2
8061at3041_aligned_trimmed.fas	361197	361352	156	40	70	134	22
8862at3041_aligned_trimmed.fas	361353	361589	237	36	50	227	10
3509at3041_aligned_trimmed.fas	361590	361883	294	37	28	278	16
8134at3041_aligned_trimmed.fas	361884	362270	387	36	98	380	6
8937at3041_aligned_trimmed.fas	362271	362390	120	34	61	110	9
9229at3041_aligned_trimmed.fas	362391	362637	247	38	70	244	3
4047at3041_aligned_trimmed.fas	362638	362870	233	36	78	187	46
2073at3041_aligned_trimmed.fas	362871	363254	384	38	90	324	59
3152at3041_aligned_trimmed.fas	363255	363609	355	39	23	336	16
3291at3041_aligned_trimmed.fas	363610	363866	257	41	53	219	37
6813at3041_aligned_trimmed.fas	363867	364071	205	36	90	195	10
9283at3041_aligned_trimmed.fas	364072	364222	151	36	61	125	24
5701at3041_aligned_trimmed.fas	364223	364434	212	40	62	181	29
9943at3041_aligned_trimmed.fas	364435	364660	226	40	50	217	8
11518at3041_aligned_trimmed.fas	364661	364815	155	39	58	150	4
10934at3041_aligned_trimmed.fas	364816	364935	120	39	33	90	29
7998at3041_aligned_trimmed.fas	364936	365228	293	36	132	286	7
2533at3041_aligned_trimmed.fas	365229	365852	624	38	57	617	6
6145at3041_aligned_trimmed.fas	365853	366012	160	37	81	143	17
9600at3041_aligned_trimmed.fas	366013	366211	199	39	50	196	3
10946at3041_aligned_trimmed.fas	366212	366318	107	35	37	81	25
11258at3041_aligned_trimmed.fas	366319	366482	164	34	66	144	20
8406at3041_aligned_trimmed.fas	366483	366607	125	41	49	96	28
1305at3041_aligned_trimmed.fas	366608	367225	618	37	150	595	23
7331at3041_aligned_trimmed.fas	367226	367342	117	34	42	80	37
8690at3041_aligned_trimmed.fas	367343	367449	107	21	51	83	24
1479at3041_aligned_trimmed.fas	367450	367752	303	36	97	264	39
4312at3041_aligned_trimmed.fas	367753	367948	196	38	74	187	8
1990at3041_aligned_trimmed.fas	367949	368297	349	39	36	303	45
3120at3041_aligned_trimmed.fas	368298	368597	300	38	93	225	75
6861at3041_aligned_trimmed.fas	368598	368909	312	37	100	284	28
3709at3041_aligned_trimmed.fas	368910	369165	256	36	125	220	36
8448at3041_aligned_trimmed.fas	369166	369490	325	38	125	319	6
