Gene.ID	family	Genome	class
LICHENIHSRR11456919_03628	GT2	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_03875	GT2	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_03875	GT2	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_04135	GT21	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_04283	GH103	public_SRR11456919_metawrap_bin.13	GH
LICHENIHSRR11456919_04381	CE9	public_SRR11456919_metawrap_bin.13	CE
LICHENIHSRR11456919_04418	GH103	public_SRR11456919_metawrap_bin.13	GH
LICHENIHSRR11456919_04633	GH8	public_SRR11456919_metawrap_bin.13	GH
LICHENIHSRR11456919_04635	GT2	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_04635	GT2	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_04678	GH15	public_SRR11456919_metawrap_bin.13	GH
LICHENIHSRR11456919_04828	GT4	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_04864	GH3	public_SRR11456919_metawrap_bin.13	GH
LICHENIHSRR11456919_04983	GT4	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_04984	GT4	public_SRR11456919_metawrap_bin.13	GT
LICHENIHSRR11456919_05494	GH13_3	public_SRR11456919_metawrap_bin.13	GH
CAHJWO01SRR11456919_00029	GH26	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00030	CE4	public_SRR11456919_metawrap_bin.2	CE
CAHJWO01SRR11456919_00030	GT2	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00034	GT30	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00081	GT51	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00129	GT2	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00140	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00223	GH42	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00224	GH42	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00460	GH5_36	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00503	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00589	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00590	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00592	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00594	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00595	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00650	GH26	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00654	GH1	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00661	GH15	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00729	GH13_11	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00742	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00755	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00761	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00769	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00770	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_00802	CBM48	public_SRR11456919_metawrap_bin.2	CB
CAHJWO01SRR11456919_00802	GH13_9	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_00930	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_01344	GH2	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_01411	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_01428	GT2	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_01462	GT83	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_01607	GH133	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_01771	GT51	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02006	GH77	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_02029	GH130	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_02044	GT9	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02074	GH1	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_02092	GT19	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02114	GT20	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02260	GT2	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02275	GH57	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_02397	GH130	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_02422	GT35	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02512	GT2	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02618	CE11	public_SRR11456919_metawrap_bin.2	CE
CAHJWO01SRR11456919_02659	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02669	GH13_3	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_02839	GT51	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02842	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02862	GH3	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_02888	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_02900	GH171	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_02901	GH3	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_03041	GT9	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_03149	GH13_11	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_03150	GH13_10	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_03151	GH13_26	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_03158	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_03213	GT2	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_03299	CE7	public_SRR11456919_metawrap_bin.2	CE
CAHJWO01SRR11456919_03703	GH1	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_03708	GH1	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_03711	GH13_16	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_03727	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_03728	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_03866	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_03913	GT4	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_04057	GH15	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_04238	GT2	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_04247	GT2	public_SRR11456919_metawrap_bin.2	GT
CAHJWO01SRR11456919_04294	GH1	public_SRR11456919_metawrap_bin.2	GH
CAHJWO01SRR11456919_04319	GT2	public_SRR11456919_metawrap_bin.2	GT
LICHENIHSRR11456919n1_00033	GT30	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_00053	AA3_2	public_SRR11456919_metawrap_bin.3	AA
LICHENIHSRR11456919n1_00087	GH3	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_00145	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_00148	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_00301	CE9	public_SRR11456919_metawrap_bin.3	CE
LICHENIHSRR11456919n1_00579	GH15	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_00583	GT21	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_00709	GH23	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_00764	GH23	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_00813	GH1	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_00977	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_01052	GT21	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_01414	GT2	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_01439	AA3_2	public_SRR11456919_metawrap_bin.3	AA
LICHENIHSRR11456919n1_01529	CE11	public_SRR11456919_metawrap_bin.3	CE
LICHENIHSRR11456919n1_01562	GH13_11	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_01562	GH77	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_01564	GT5	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_01566	GH13_9	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_01567	GT35	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_01624	GT28	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_01697	GH103	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_01761	GT51	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_01853	GT2	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_01901	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02027	GH23	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_02036	GT51	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02065	GT51	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02072	GT19	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02103	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02193	GH94	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_02275	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02345	GT51	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02372	GT2	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02375	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02375	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02405	GH103	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_02499	GH103	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_02505	GT20	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02506	GH15	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_02508	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02548	GH15	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_02615	GT2	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02738	AA3_2	public_SRR11456919_metawrap_bin.3	AA
LICHENIHSRR11456919n1_02775	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02792	AA3_2	public_SRR11456919_metawrap_bin.3	AA
LICHENIHSRR11456919n1_02877	GT4	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02948	GT2	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_02956	GH1	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_03125	GT2	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_03125	GT2	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_03127	GH8	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_03199	GH103	public_SRR11456919_metawrap_bin.3	GH
LICHENIHSRR11456919n1_03232	GT1	public_SRR11456919_metawrap_bin.3	GT
LICHENIHSRR11456919n1_03339	GT4	public_SRR11456919_metawrap_bin.3	GT
NOSTOCSRR11456919_00016	CE4	public_SRR11456919_metawrap_bin.5	CE
NOSTOCSRR11456919_00020	GH3	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_00046	GH100	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_00051	GT51	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00068	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00073	CE11	public_SRR11456919_metawrap_bin.5	CE
NOSTOCSRR11456919_00077	GT19	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00161	GT26	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00165	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00170	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00251	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00297	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00298	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00299	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00336	GH102	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_00586	GT21	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00637	GT14	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00647	GH65	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_00648	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00756	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00807	GH13_9	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_00813	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00814	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00815	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00853	GT35	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_00942	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01079	GT51	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01093	GH13_11	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_01095	GT35	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01176	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01207	CE9	public_SRR11456919_metawrap_bin.5	CE
NOSTOCSRR11456919_01218	GT83	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01231	GH15	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_01275	GH104	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_01343	GH38	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_01525	CE4	public_SRR11456919_metawrap_bin.5	CE
NOSTOCSRR11456919_01582	GT39	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01631	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01697	GH25	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_01722	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01723	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01845	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01880	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01915	GT83	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_01937	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_02132	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_02430	AA3_2	public_SRR11456919_metawrap_bin.5	AA
NOSTOCSRR11456919_02431	AA3_2	public_SRR11456919_metawrap_bin.5	AA
NOSTOCSRR11456919_02545	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_02572	GH116	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_02590	GT51	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_02799	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_02800	GT41	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_02802	GT41	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_02812	GH104	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_02968	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03124	GT83	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03183	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03187	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03188	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03189	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03192	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03221	GH13_20	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_03251	GH13	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_03422	GH37	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_03423	GH13_26	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_03424	GH13_10	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_03452	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03481	GH31	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_03543	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03544	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03588	GH57	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_03779	GT51	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03784	CE4	public_SRR11456919_metawrap_bin.5	CE
NOSTOCSRR11456919_03827	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03830	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03831	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03870	GH102	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_03891	CE4	public_SRR11456919_metawrap_bin.5	CE
NOSTOCSRR11456919_03916	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_03995	GT26	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04069	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04073	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04094	GT9	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04220	GH77	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_04259	CBM2	public_SRR11456919_metawrap_bin.5	CB
NOSTOCSRR11456919_04259	GH5_1	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_04264	GH8	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_04266	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04266	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04271	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04276	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04278	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04279	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04282	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04289	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04319	GH100	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_04378	GT5	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04382	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04535	CE4	public_SRR11456919_metawrap_bin.5	CE
NOSTOCSRR11456919_04670	GH13_2	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_04800	GH23	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_04802	GH1	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_04809	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04904	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04925	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04928	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04945	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_04947	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05064	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05068	GH10	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_05175	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05220	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05263	AA3_2	public_SRR11456919_metawrap_bin.5	AA
NOSTOCSRR11456919_05318	GT51	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05490	GT28	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05550	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05705	GH10	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_05766	GH57	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_05851	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05864	GT1	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_05915	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_06392	GH133	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_06463	GT26	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_06468	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_06613	GH57	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_06630	GH13_11	public_SRR11456919_metawrap_bin.5	GH
NOSTOCSRR11456919_06666	GT4	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_06875	GT21	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_06972	GT2	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_07024	GT1	public_SRR11456919_metawrap_bin.5	GT
NOSTOCSRR11456919_07104	GT1	public_SRR11456919_metawrap_bin.5	GT
TERRIGLOSRR14722049_00026	GH3	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00032	GH39	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00051	GH33	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00077	GH3	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00110	GT2	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_00111	GT4	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_00144	GT4	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_00147	GT2	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_00151	GT26	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_00357	GT2	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_00410	GH38	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00477	GH13	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00485	GH18	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00512	GH76	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00607	GH32	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00639	GH28	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00655	GH15	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00685	GT35	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_00790	GH15	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00810	GH125	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00847	GH93	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00880	GT4	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_00971	GH2	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00980	GH36	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_00981	GH55	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01032	GT2	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_01061	GH5_13	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01072	CE4	public_SRR14722049_metawrap_bin.2	CE
TERRIGLOSRR14722049_01072	GH18	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01072	GT2	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_01198	GH171	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01199	CE9	public_SRR14722049_metawrap_bin.2	CE
TERRIGLOSRR14722049_01200	GH20	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01212	GT4	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_01213	GT4	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_01218	GT4	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_01219	GT4	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_01262	GH39	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01263	GH144	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01263	GH144	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01300	GT83	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_01377	GT4	public_SRR14722049_metawrap_bin.2	GT
TERRIGLOSRR14722049_01463	GH92	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01528	GH13_11	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01529	GH13_11	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01584	CE11	public_SRR14722049_metawrap_bin.2	CE
TERRIGLOSRR14722049_01603	GH43_26	public_SRR14722049_metawrap_bin.2	GH
TERRIGLOSRR14722049_01676	GT9	public_SRR14722049_metawrap_bin.2	GT
